Year,Rank,Name,Position,Ht,Wt,Composite,Stars,School,Sports-Ref Link,RealGM Link,
2005,212,Gaston Essengue,PF,6-8,240,0.8444,3 Stars,UNLV,/cbb/players/gaston-essengue-1.html,/player/Gaston-Essengue/Summary/10023,2005.212
2005,213,Joe Darger,SF,6-7,210,0.8444,3 Stars,UNLV,/cbb/players/joe-darger-1.html,/player/Joe-Darger/Summary/10012,2005.213
2005,214,Matthew Dotson,PF,6-8,207,0.8444,3 Stars,Belmont,/cbb/players/matthew-dotson-1.html,/player/Matthew-Dotson/Summary/14169,2005.214
2005,215,Jiri Hubalek,C,6-11,220,0.8444,3 Stars,Iowa State,/cbb/players/jiri-hubalek-1.html,/player/Jiri-Hubalek/Summary/1766,2005.215
2005,216,Alex Ruoff,SF,6-5,200,0.8444,3 Stars,West Virginia,/cbb/players/alex-ruoff-1.html,/player/Alex-Ruoff/Summary/1659,2005.216
2005,217,Sharaud Curry,PG,5-10,160,0.8444,3 Stars,Providence,/cbb/players/sharaud-curry-1.html,/player/Sharaud-Curry/Summary/6279,2005.217
2005,218,Torre Johnson,SF,6-7,210,0.8444,3 Stars,Oklahoma State,/cbb/players/torre-johnson-1.html,/player/Torre-Johnson/Summary/4122,2005.218
2005,219,Tyler Newbold,SG,6-5,190,0.8444,3 Stars,Utah State,/cbb/players/tyler-newbold-1.html,/player/Tyler-Newbold/Summary/9211,2005.219
2005,220,Mamery Diallo,C,6-10,235,0.8444,3 Stars,Gonzaga,/cbb/players/mamaery-diallo-1.html,/player/Mamery-Diallo/Summary/8348,2005.220
2005,221,Weyinmi Efejuku,SF,6-5,205,0.8444,3 Stars,Providence,/cbb/players/weyinmi-efejuku-1.html,/player/Weyinmi-Efejuku-Rose/Summary/6290,2005.221
2005,222,Ryan Dermody,SF,6-7,200,0.8444,3 Stars,Colorado,/cbb/players/ryan-dermody-1.html,/player/Ryan-Dermody/Summary/10111,2005.222
2005,223,David Devezin,PG,5-11,160,0.8444,3 Stars,Texas A&M,/cbb/players/david-devezin-1.html,/player/David-Devezin/Summary/5451,2005.223
2005,224,Jamel White,SG,6-2,175,0.8444,3 Stars,Nebraska,/cbb/players/jamel-white-1.html,/player/Jamel-White/Summary/4121,2005.224
2005,225,Zack Gibson,PF,6-9,200,0.8444,3 Stars,Rutgers,/cbb/players/zack-gibson-1.html,/player/Zack-Gibson/Summary/3895,2005.225
2005,226,Sammy Hernandez,PF,6-5,230,0.8444,3 Stars,George Mason,/cbb/players/sammy-hernandez-2.html,/player/Sammy-Hernandez/Summary/18605,2005.226
2005,227,David Weaver,PF,6-10,210,0.8444,3 Stars,Wake Forest,/cbb/players/david-weaver-1.html,/player/David-Weaver/Summary/3662,2005.227
2005,228,Darryl Merthie,PG,6-1,165,0.8444,3 Stars,Marshall,/cbb/players/darryl-merthie-1.html,/player/Darryl-Merthie/Summary/7817,2005.228
2005,229,Kevin Lisch,SG,6-2,175,0.8444,3 Stars,Saint Louis,/cbb/players/kevin-lisch-1.html,/player/Kevin-Lisch/Summary/10783,2005.229
2005,230,Geoff McDermott,SF,6-5,230,0.8444,3 Stars,Providence,/cbb/players/geoff-mcdermott-1.html,/player/Geoff-McDermott/Summary/6286,2005.230
2005,232,Mamadi Diane,SG,6-5,180,0.8444,3 Stars,Virginia,/cbb/players/mamadi-diane-1.html,/player/Mamadi-Diane/Summary/3752,2005.232
2005,234,Terrance Woodbury,SF,6-7,210,0.8444,3 Stars,Georgia,/cbb/players/terrance-woodbury-1.html,/player/Terrance-Woodbury/Summary/4783,2005.234
2005,235,Diamon Simpson,PF,6-7,195,0.8444,3 Stars,St. Mary's,/cbb/players/diamon-simpson-1.html,/player/Diamon-Simpson/Summary/1776,2005.235
2005,236,Shaun Green,PF,6-7,220,0.8444,3 Stars,Utah,/cbb/players/shaun-green-1.html,/player/Shaun-Green/Summary/10068,2005.236
2005,237,Brandon Smith,SG,6-5,195,0.8444,3 Stars,Minnesota,/cbb/players/brandon-smith-4.html,/player/Brandon-Smith/Summary/4433,2005.237
2005,238,David Hoskins,SG,6-5,225,0.8444,3 Stars,Central Michigan,/cbb/players/david-hoskins-2.html,/player/David-Hoskins/Summary/4085,2005.238
2005,239,Jason Hill,SG,6-5,180,0.8444,3 Stars,Cal State Northridge,/cbb/players/jason-hill-1.html,/player/Jason-Hill/Summary/16581,2005.239
2005,240,Kahiem Seawright,PF,6-7,220,0.8444,3 Stars,Rhode Island,/cbb/players/kahiem-seawright-1.html,/player/Kahiem-Seawright/Summary/10645,2005.240
2005,242,Justin Wilkerson,SF,6-8,175,0.8444,3 Stars,Texas Tech,/cbb/players/justin-wilkerson-1.html,/player/Justin-Wilkerson/Summary/4573,2005.242
2005,243,Harvey Hale,SG,6-4,190,0.8444,3 Stars,Wake Forest,/cbb/players/harvey-hale-1.html,/player/Harvey-Hale/Summary/3664,2005.243
2005,244,Sean McCurdy,PG,6-1,165,0.8444,3 Stars,Arkansas,/cbb/players/sean-mccurdy-1.html,/player/Sean-McCurdy/Summary/5558,2005.244
2005,245,Urule Igbavboa,PF,6-8,205,0.8444,3 Stars,Valparaiso,/cbb/players/urule-igbavboa-1.html,/player/Urule-Igbavboa/Summary/15771,2005.245
2005,246,Billy Humphrey,SG,6-1,168,0.8444,3 Stars,Georgia,/cbb/players/billy-humphrey-2.html,/player/Billy-Humphrey/Summary/5669,2005.246
2005,247,Jamar Smith,SG,6-3,170,0.8444,3 Stars,Illinois,/cbb/players/jamar-smith-1.html,/player/Jamar-Smith/Summary/4032,2005.247
2005,248,Michael Neal,SG,6-4,185,0.8444,3 Stars,Oklahoma,/cbb/players/michael-neal-1.html,/player/Michael-Neal/Summary/4087,2005.248
2005,249,Chris Johnson,SF,6-10,200,0.8444,3 Stars,LSU,/cbb/players/chris-johnson-2.html,/player/Chris-Johnson/Summary/1655,2005.249
2005,251,Coby Leavitt,PF,6-9,190,0.8444,3 Stars,Cal Poly,/cbb/players/coby-leavitt-1.html,/player/Coby-Leavitt/Summary/16467,2005.251
2006,1,Greg Oden,C,7-1,240,1,5 Stars,Ohio State,/cbb/players/greg-oden-1.html,/player/Greg-Oden/Summary/1,2006.1
2006,2,Kevin Durant,SF,6-9,204,0.9996,5 Stars,Texas,/cbb/players/kevin-durant-1.html,/player/Kevin-Durant/Summary/34,2006.2
2006,3,Brandan Wright,PF,6-9,201,0.9992,5 Stars,North Carolina,/cbb/players/brandan-wright-1.html,/player/Brandan-Wright/Summary/45,2006.3
2006,4,Spencer Hawes,C,6-11,245,0.9984,5 Stars,Washington,/cbb/players/spencer-hawes-1.html,/player/Spencer-Hawes/Summary/370,2006.4
2006,5,Thaddeus Young,SF,6-8,205,0.9982,5 Stars,Georgia Tech,/cbb/players/thaddeus-young-1.html,/player/Thaddeus-Young/Summary/41,2006.5
2006,6,Chase Budinger,SF,6-7,190,0.998,5 Stars,Arizona,/cbb/players/chase-budinger-1.html,/player/Chase-Budinger/Summary/1613,2006.6
2006,7,Ty Lawson,PG,5-11,182,0.9976,5 Stars,North Carolina,/cbb/players/ty-lawson-1.html,/player/Ty-Lawson/Summary/1612,2006.7
2006,8,Wayne Ellington,SG,6-4,190,0.9974,5 Stars,North Carolina,/cbb/players/wayne-ellington-1.html,/player/Wayne-Ellington/Summary/1620,2006.8
2006,9,Javaris Crittenton,PG,6-4,195,0.9962,5 Stars,Georgia Tech,/cbb/players/javaris-crittenton-1.html,/player/Javaris-Crittenton/Summary/49,2006.9
2006,10,Brook Lopez,PF,6-11,230,0.9962,5 Stars,Stanford,/cbb/players/brook-lopez-1.html,/player/Brook-Lopez/Summary/770,2006.10
2006,11,Paul Harris,SF,6-4,220,0.996,5 Stars,Syracuse,/cbb/players/paul-harris-1.html,/player/Paul-Harris/Summary/1664,2006.11
2006,12,Darrell Arthur,PF,6-9,220,0.9954,5 Stars,Kansas,/cbb/players/darrell-arthur-1.html,/player/Darrell-Arthur/Summary/785,2006.12
2006,13,Gerald Henderson,SG,6-5,210,0.9952,5 Stars,Duke,/cbb/players/gerald-henderson-2.html,/player/Gerald-Henderson/Summary/1606,2006.13
2006,14,Damion James,SF,6-8,225,0.9932,5 Stars,Texas,/cbb/players/damion-james-1.html,/player/Damion-James/Summary/2260,2006.14
2006,15,Stanley Robinson,SF,6-8,220,0.993,5 Stars,Connecticut,/cbb/players/stanley-robinson-1.html,/player/Stanley-Robinson/Summary/2318,2006.15
2006,16,Obi Muonelo,SG,6-4,215,0.9914,5 Stars,Oklahoma State,/cbb/players/obi-muonelo-1.html,/player/Obi-Muonelo/Summary/2533,2006.16
2006,17,DaJuan Summers,SF,6-8,225,0.9914,5 Stars,Georgetown,/cbb/players/dajuan-summers-1.html,/player/DaJuan-Summers/Summary/1617,2006.17
2006,18,Earl Clark,SF,6-9,200,0.9912,5 Stars,Louisville,/cbb/players/earl-clark-1.html,/player/Earl-Clark/Summary/1619,2006.18
2006,19,Robin Lopez,C,6-11,225,0.9906,5 Stars,Stanford,/cbb/players/robin-lopez-1.html,/player/Robin-Lopez/Summary/769,2006.19
2006,20,Derrick Caracter,PF,6-8,275,0.9904,5 Stars,Louisville,/cbb/players/derrick-caracter-1.html,/player/Derrick-Caracter/Summary/2581,2006.20
2006,21,Duke Crews,PF,6-7,235,0.9898,4 Stars,Tennessee,/cbb/players/duke-crews-1.html,/player/Duke-Crews/Summary/2387,2006.21
2006,22,Vernon Macklin,PF,6-10,245,0.9896,4 Stars,Georgetown,/cbb/players/vernon-macklin-1.html,/player/Vernon-Macklin/Summary/1949,2006.22
2006,23,Lance Thomas,SF,6-8,200,0.9884,4 Stars,Duke,/cbb/players/lance-thomas-1.html,/player/Lance-Thomas/Summary/1948,2006.23
2006,24,Brian Zoubek,C,7-1,250,0.988,4 Stars,Duke,/cbb/players/brian-zoubek-1.html,/player/Brian-Zoubek/Summary/2390,2006.24
2006,25,Curtis Kelly,SF,6-7,236,0.988,4 Stars,Connecticut,/cbb/players/curtis-kelly-1.html,/player/Curtis-Kelly/Summary/2532,2006.25
2006,26,DeShawn Sims,PF,6-7,222,0.9878,4 Stars,Michigan,/cbb/players/deshawn-sims-1.html,/player/DeShawn-Sims/Summary/2388,2006.26
2006,27,Quincy Pondexter,SF,6-7,195,0.9876,4 Stars,Washington,/cbb/players/quincy-pondexter-1.html,/player/Quincy-Pondexter/Summary/2317,2006.27
2006,28,Raymar Morgan,SF,6-7,210,0.9869,4 Stars,Michigan State,/cbb/players/raymar-morgan-1.html,/player/Raymar-Morgan/Summary/2284,2006.28
2006,29,Ramar Smith,SG,6-1,181,0.9869,4 Stars,Tennessee,/cbb/players/ramar-smith-1.html,/player/Ramar-Smith/Summary/4820,2006.29
2006,30,DJ Augustin,PG,5-11,180,0.9847,4 Stars,Texas,/cbb/players/dj-augustin-1.html,/player/DJ-Augustin/Summary/764,2006.30
2006,31,Jason Bennett,C,7-2,265,0.9843,4 Stars,Kansas State,/cbb/players/jason-bennett-1.html,/player/Jason-Bennett/Summary/2580,2006.31
2006,32,James Keefe,PF,6-8,207,0.9843,4 Stars,UCLA,/cbb/players/james-keefe-1.html,/player/James-Keefe/Summary/1951,2006.32
2006,33,Mike Jones,SF,6-6,210,0.9841,4 Stars,Syracuse,/cbb/players/mike-jones-4.html,/player/Mike-Jones/Summary/6539,2006.33
2006,34,Jodie Meeks,SG,6-4,197,0.9835,4 Stars,Kentucky,/cbb/players/jodie-meeks-1.html,/player/Jodie-Meeks/Summary/1644,2006.34
2006,35,Jon Scheyer,SG,6-4,170,0.9821,4 Stars,Duke,/cbb/players/jon-scheyer-1.html,/player/Jon-Scheyer/Summary/1947,2006.35
2006,36,Wayne Chism,PF,6-8,230,0.9821,4 Stars,Tennessee,/cbb/players/wayne-chism-1.html,/player/Wayne-Chism/Summary/4804,2006.36
2006,37,Willie Kemp,PG,6-2,170,0.9817,4 Stars,Memphis,/cbb/players/willie-kemp-1.html,/player/Willie-Kemp/Summary/3621,2006.37
2006,38,Jerome Dyson,SG,6-3,190,0.9813,4 Stars,Connecticut,/cbb/players/jerome-dyson-1.html,/player/Jerome-Dyson/Summary/4354,2006.38
2006,39,Alex Stepheson,PF,6-10,215,0.9811,4 Stars,North Carolina,/cbb/players/alex-stepheson-1.html,/player/Alex-Stepheson/Summary/2389,2006.39
2006,40,Tom Herzog,C,6-11,215,0.9797,4 Stars,Michigan State,/cbb/players/tom-herzog-1.html,/player/Tom-Herzog/Summary/3910,2006.40
2006,41,Sherron Collins,PG,5-11,190,0.9793,4 Stars,Kansas,/cbb/players/sherron-collins-1.html,/player/Sherron-Collins/Summary/1946,2006.41
2006,42,Taj Gibson,PF,6-8,210,0.9789,4 Stars,USC,/cbb/players/taj-gibson-1.html,/player/Taj-Gibson/Summary/1622,2006.42
2006,43,Marreese Speights,PF,6-10,240,0.9789,4 Stars,Florida,/cbb/players/marreese-speights-1.html,/player/Marreese-Speights/Summary/771,2006.43
2006,44,Deon Thompson,PF,6-8,250,0.9787,4 Stars,North Carolina,/cbb/players/deon-thompson-1.html,/player/Deon-Thompson/Summary/2324,2006.44
2006,45,Scottie Reynolds,PG,6-1,170,0.9785,4 Stars,Villanova,/cbb/players/scottie-reynolds-1.html,/player/Scottie-Reynolds/Summary/1950,2006.45
2006,46,Matt Bouldin,SG,6-5,205,0.9783,4 Stars,Gonzaga,/cbb/players/matt-bouldin-1.html,/player/Matt-Bouldin/Summary/2218,2006.46
2006,47,Perry Stevenson,PF,6-9,190,0.9781,4 Stars,Kentucky,/cbb/players/perry-stevenson-1.html,/player/Perry-Stevenson/Summary/5717,2006.47
2006,48,Michael Washington,PF,6-8,235,0.9781,4 Stars,Arkansas,/cbb/players/mike-washington-1.html,/player/Michael-Washington/Summary/2330,2006.48
2006,49,Brian Carlwell,C,6-10,235,0.9775,4 Stars,Illinois,/cbb/players/brian-carlwell-1.html,/player/Brian-Carlwell/Summary/4418,2006.49
2006,50,Jarvis Varnado,PF,6-9,190,0.9773,4 Stars,Mississippi State,/cbb/players/jarvis-varnado-1.html,/player/Jarvis-Varnado/Summary/2326,2006.50
2006,51,Patrick Christopher,SG,6-5,202,0.9769,4 Stars,California,/cbb/players/patrick-christopher-1.html,/player/Patrick-Christopher/Summary/2298,2006.51
2006,52,Patrick Beverley,PG,6-2,175,0.9755,4 Stars,Arkansas,/cbb/players/patrick-beverley-1.html,/player/Patrick-Beverley/Summary/1684,2006.52
2006,53,Jerry Smith,PG,6-1,185,0.9751,4 Stars,Louisville,/cbb/players/jerry-smith-1.html,/player/Jerry-Smith/Summary/2391,2006.53
2006,54,Trevon Hughes,PG,6-2,185,0.9749,4 Stars,Wisconsin,/cbb/players/trevon-hughes-1.html,/player/Trevon-Hughes/Summary/4006,2006.54
2006,55,Jamil Tucker,SF,6-9,210,0.9749,4 Stars,Virginia,/cbb/players/jamil-tucker-1.html,/player/Jamil-Tucker/Summary/3748,2006.55
2006,56,Jason Bohannon,PG,6-3,180,0.9743,4 Stars,Wisconsin,/cbb/players/jason-bohannon-1.html,/player/Jason-Bohannon/Summary/3567,2006.56
2006,57,Doneal Mack,SG,6-5,170,0.9743,4 Stars,Memphis,/cbb/players/doneal-mack-1.html,/player/Doneal-Mack/Summary/7868,2006.57
2006,58,Adrian Oliver,PG,6-4,185,0.9737,4 Stars,Washington,/cbb/players/adrian-oliver-2.html,/player/Adrian-Oliver/Summary/6974,2006.58
2006,59,Bryan Davis,PF,6-8,225,0.9737,4 Stars,Texas A&M,/cbb/players/bryan-davis-1.html,/player/Bryan-Davis/Summary/2300,2006.59
2006,60,Keith Clark,PF,6-8,220,0.9733,4 Stars,Oklahoma,/cbb/players/keith-clark-1.html,/player/Keith-Clark/Summary/4559,2006.60
2006,61,Anthony Gurley,SG,6-3,185,0.9729,4 Stars,Wake Forest,/cbb/players/anthony-gurley-1.html,/player/Anthony-Gurley/Summary/4402,2006.61
2006,62,Edgar Sosa,PG,6-1,180,0.9727,4 Stars,Louisville,/cbb/players/edgar-sosa-1.html,/player/Edgar-Sosa/Summary/2530,2006.62
2006,63,Derwin Kitchen,SG,6-4,180,0.9721,4 Stars,St. John's,/cbb/players/derwin-kitchen-1.html,/player/Derwin-Kitchen/Summary/3692,2006.63
2006,64,Doug Wiggins,PG,6-1,160,0.9711,4 Stars,Connecticut,/cbb/players/doug-wiggins-1.html,/player/Doug-Wiggins/Summary/6021,2006.64
2006,65,Antonio Pena,PF,6-8,230,0.9703,4 Stars,Villanova,/cbb/players/antonio-pena-1.html,/player/Antonio-Pena/Summary/6561,2006.65
2006,66,Donald Sloan,PG,6-2,170,0.9695,4 Stars,Texas A&M,/cbb/players/donald-sloan-1.html,/player/Donald-Sloan/Summary/2558,2006.66
2006,67,Tweety Carter,PG,5-10,167,0.9695,4 Stars,Baylor,/cbb/players/tweety-carter-1.html,/player/Tweety-Carter/Summary/1945,2006.67
2006,68,Josh Lomers,C,7-1,250,0.9691,4 Stars,Baylor,/cbb/players/josh-lomers-1.html,/player/Josh-Lomers/Summary/4146,2006.68
2006,69,Dan Werner,SF,6-7,215,0.9685,4 Stars,Florida,/cbb/players/dan-werner-1.html,/player/Dan-Werner/Summary/5631,2006.69
2006,70,Gilbert Brown,SG,6-6,190,0.9683,4 Stars,Pittsburgh,/cbb/players/gilbert-brown-1.html,/player/Gilbert-Brown/Summary/6232,2006.70
2006,71,Eugene Harvey,PG,6-1,165,0.9675,4 Stars,Seton Hall,/cbb/players/eugene-harvey-1.html,/player/Eugene-Harvey/Summary/6368,2006.71
2006,72,Eric Hayes,PG,6-3,175,0.9671,4 Stars,Maryland,/cbb/players/eric-hayes-1.html,/player/Eric-Hayes/Summary/3724,2006.72
2006,73,Dennis Horner,SF,6-7,190,0.9671,4 Stars,N.C. State,/cbb/players/dennis-horner-1.html,/player/Dennis-Horner/Summary/3774,2006.73
2006,74,Isaiah Dahlman,SF,6-6,175,0.9657,4 Stars,Michigan State,/cbb/players/isaiah-dahlman-1.html,/player/Isaiah-Dahlman/Summary/3906,2006.74
2006,75,Luke Harangody,PF,6-7,250,0.9653,4 Stars,Notre Dame,/cbb/players/luke-harangody-1.html,/player/Luke-Harangody/Summary/2307,2006.75
2006,76,Will Walker,PG,6-1,165,0.9651,4 Stars,DePaul,/cbb/players/will-walker-1.html,/player/Will-Walker/Summary/6057,2006.76
2006,77,William Graves,SF,6-6,245,0.9635,4 Stars,North Carolina,/cbb/players/william-graves-1.html,/player/Will-Graves/Summary/3649,2006.77
2006,78,Nigel Munson,PG,6-1,170,0.961,4 Stars,Virginia Tech,/cbb/players/nigel-munson-1.html,/player/Nigel-Munson/Summary/4409,2006.78
2006,79,Matt Hill,PF,6-10,225,0.9588,4 Stars,Texas,/cbb/players/matt-hill-2.html,/player/Matt-Hill/Summary/4276,2006.79
2006,80,Tory Jackson,PG,5-10,170,0.958,4 Stars,Notre Dame,/cbb/players/tory-jackson-1.html,/player/Tory-Jackson/Summary/6204,2006.80
2006,81,Dasean Butler,SF,6-7,205,0.9572,4 Stars,West Virginia,/cbb/players/dasean-butler-1.html,/player/DaSean-Butler/Summary/6595,2006.81
2006,82,Nic Wise,PG,5-10,175,0.9566,4 Stars,Arizona,/cbb/players/nic-wise-1.html,/player/Nic-Wise/Summary/2331,2006.82
2006,83,Ishmael Smith,PG,5-11,155,0.9562,4 Stars,Wake Forest,/cbb/players/ishmael-smith-1.html,/player/Ish-Smith/Summary/3665,2006.83
2006,84,Marques Johnson,PG,6-5,200,0.956,4 Stars,Tennessee,/cbb/players/marques-johnson-2.html,/player/Marques-Johnson/Summary/4425,2006.84
2006,85,Dwayne Collins,PF,6-8,210,0.9558,4 Stars,Miami,/cbb/players/dwayne-collins-1.html,/player/Dwayne-Collins/Summary/2546,2006.85
2006,86,Dexter Pittman,C,6-10,300,0.953,4 Stars,Texas,/cbb/players/dexter-pittman-1.html,/player/Dexter-Pittman/Summary/4141,2006.86
2006,87,Tyler Smith,SF,6-7,210,0.9416,4 Stars,Iowa,/cbb/players/tyler-smith-3.html,/player/Tyler-Smith/Summary/2322,2006.87
2006,88,Greivis Vasquez,SG,6-5,179,0.941,4 Stars,Maryland,/cbb/players/greivis-vasquez-1.html,/player/Greivis-Vasquez/Summary/2327,2006.88
2006,89,Hamady N'diaye,C,6-10,225,0.9365,4 Stars,Rutgers,/cbb/players/hamady-ndiaye-1.html,/player/Hamady-Ndiaye/Summary/6320,2006.89
2006,90,Lazar Hayward,SF,6-5,205,0.9355,4 Stars,Marquette,/cbb/players/lazar-hayward-1.html,/player/Lazar-Hayward/Summary/2308,2006.90
2006,91,Justin Mason,SG,6-3,175,0.9329,4 Stars,Texas,/cbb/players/justin-mason-1.html,/player/Justin-Mason/Summary/4076,2006.91
2006,92,Jermaine Beal,PG,6-3,186,0.9327,4 Stars,Vanderbilt,/cbb/players/jermaine-beal-1.html,/player/Jermaine-Beal/Summary/5963,2006.92
2006,93,Jonathan Mitchell,SF,6-6,233,0.9313,4 Stars,Florida,/cbb/players/jonathan-mitchell-1.html,/player/Jonathan-Mitchell/Summary/2283,2006.93
2006,94,Harrison Smith,SG,6-3,185,0.9309,4 Stars,Texas,/cbb/players/harrison-smith-1.html,/player/Harrison-Mackenzie-Smith/Summary/4275,2006.94
2006,95,Lawrence Gilbert,SF,6-7,175,0.9307,4 Stars,Miami,/cbb/players/lawrence-gilbert-1.html,/player/Lawrence-Gilbert/Summary/4397,2006.95
2006,96,Ryan Anderson,PF,6-9,250,0.9305,4 Stars,California,/cbb/players/ryan-anderson-1.html,/player/Ryan-Anderson/Summary/776,2006.96
2006,97,James Dews,SG,6-2,182,0.9301,4 Stars,Miami,/cbb/players/james-dews-1.html,/player/James-Dews/Summary/3795,2006.97
2006,98,Phil Jones,C,6-10,260,0.9289,4 Stars,Charlotte,/cbb/players/phil-jones-2.html,/player/Phil-Jones/Summary/10303,2006.98
2006,99,Jonathan Mandeldove,C,6-11,215,0.9281,4 Stars,Connecticut,/cbb/players/jonathan-mandeldove-1.html,/player/Jonathan-Mandeldove/Summary/4358,2006.99
2006,100,Josue Soto,PG,5-11,173,0.9279,4 Stars,Florida State,/cbb/players/josue-soto-1.html,/player/Josue-Soto/Summary/4377,2006.100
2006,101,Aaron Holmes,SG,6-5,180,0.9275,4 Stars,South Florida,/cbb/players/aaron-holmes-1.html,/player/Aaron-Holmes/Summary/6427,2006.101
2006,102,JeJuan Brown,SF,6-7,225,0.9259,4 Stars,Vanderbilt,/cbb/players/jejuan-brown-1.html,/player/JeJuan-Brown/Summary/5976,2006.102
2006,103,Keaton Grant,SG,6-4,200,0.9243,4 Stars,Purdue,/cbb/players/keaton-grant-1.html,/player/Keaton-Grant/Summary/3986,2006.103
2006,104,Zach Peacock,PF,6-7,215,0.9233,4 Stars,Georgia Tech,/cbb/players/zach-peacock-1.html,/player/Zachery-Peacock/Summary/3741,2006.104
2006,105,Daniel Hackett,SG,6-5,195,0.9222,4 Stars,USC,/cbb/players/daniel-hackett-1.html,/player/Daniel-Hackett/Summary/1667,2006.105
2006,106,Phil Nelson,SF,6-8,190,0.9046,3 Stars,Washington,/cbb/players/phil-nelson-1.html,/player/Phil-Nelson/Summary/6979,2006.106
2006,107,Jeremy Mayfield,PF,6-10,225,0.903,3 Stars,UAB,/cbb/players/jeremy-mayfield-1.html,/player/Jeremy-Mayfield/Summary/8169,2006.107
2006,108,Derrick Jasper,PG,6-5,200,0.9,3 Stars,Kentucky,/cbb/players/derrick-jasper-1.html,/player/Derrick-Jasper/Summary/4819,2006.108
2006,109,Qa'rraan Calhoun,SF,6-7,225,0.9,3 Stars,St. John's,/cbb/players/qarraan-calhoun-1.html,/player/Qarraan-Calhoun/Summary/6497,2006.109
2006,110,Will Harris,SF,6-6,230,0.8988,3 Stars,Virginia,/cbb/players/will-harris-1.html,/player/Will-Harris/Summary/4414,2006.110
2006,111,Larry Davis,SG,6-3,175,0.8984,3 Stars,Seton Hall,/cbb/players/larry-davis-3.html,/player/Larry-Davis/Summary/7689,2006.111
2006,112,Djibril Thiam,SF,6-8,210,0.8982,3 Stars,Baylor,/cbb/players/djibril-thiam-1.html,/player/Djibril-Thiam/Summary/4488,2006.112
2006,113,Keon Lawrence,SG,6-4,180,0.8966,3 Stars,Missouri,/cbb/players/keon-lawrence-1.html,/player/Keon-Lawrence/Summary/4543,2006.113
2006,114,Seth Tarver,SF,6-5,190,0.8964,3 Stars,Oregon State,/cbb/players/seth-tarver-1.html,/player/Seth-Tarver/Summary/6812,2006.114
2006,115,Landon Milbourne,SF,6-6,195,0.8954,3 Stars,Maryland,/cbb/players/landon-milbourne-1.html,/player/Landon-Milbourne/Summary/3727,2006.115
2006,116,Kelvin Lewis,SG,6-4,175,0.8952,3 Stars,Auburn,/cbb/players/kelvin-lewis-1.html,/player/Kelvin-Lewis/Summary/5602,2006.116
2006,117,Lawrence Westbrook,SG,6-1,193,0.8938,3 Stars,Minnesota,/cbb/players/lawrence-westbrook-1.html,/player/Lawrence-Westbrook/Summary/3920,2006.117
2006,118,J.P. Gavinski,C,6-10,230,0.8936,3 Stars,Wisconsin,/cbb/players/jp-gavinski-1.html,/player/JP-Gavinski/Summary/3998,2006.118
2006,119,David Potter,SG,6-5,185,0.893,3 Stars,Clemson,/cbb/players/david-potter-1.html,/player/David-Potter/Summary/3676,2006.119
2006,120,Delroy James,SF,6-7,200,0.8922,3 Stars,Rhode Island,/cbb/players/delroy-james-1.html,/player/Delroy-James/Summary/10632,2006.120
2006,121,Derrick Roland,SG,6-4,185,0.8918,3 Stars,Texas A&M,/cbb/players/derrick-roland-1.html,/player/Derrick-Roland/Summary/4077,2006.121
2006,122,L.D. Williams,SG,6-4,185,0.8906,3 Stars,Wake Forest,/cbb/players/ld-williams-1.html,/player/LD-Williams/Summary/3667,2006.122
2006,123,Dante Curry,SG,6-5,165,0.8902,3 Stars,South Florida,/cbb/players/dante-curry-1.html,/player/Dante-Curry/Summary/6430,2006.123
2006,124,J.T. Tiller,SG,6-3,190,0.8896,3 Stars,Missouri,/cbb/players/jt-tiller-1.html,/player/JT-Tiller/Summary/4065,2006.124
2006,125,Osiris Eldridge,SG,6-3,180,0.8894,3 Stars,Illinois State,/cbb/players/osiris-eldridge-1.html,/player/Osiris-Eldridge/Summary/2548,2006.125
2006,126,David Booker,SF,6-7,200,0.889,3 Stars,Charlotte,/cbb/players/david-booker-2.html,/player/David-Booker/Summary/8066,2006.126
2006,127,Dewayne Reed,PG,6-1,175,0.8888,3 Stars,Auburn,/cbb/players/dewayne-reed-1.html,/player/DeWayne-Reed/Summary/4818,2006.127
2006,128,Mikhail Torrance,PG,6-3,186,0.8882,3 Stars,Alabama,/cbb/players/mikhail-torrance-1.html,/player/Mikhail-Torrance/Summary/5505,2006.128
2006,129,Chas McFarland,C,7-1,200,0.8878,3 Stars,Wake Forest,/cbb/players/chas-mcfarland-1.html,/player/Chas-McFarland/Summary/3661,2006.129
2006,130,Reggie Redding,SG,6-4,185,0.8876,3 Stars,Villanova,/cbb/players/reggie-redding-1.html,/player/Reggie-Redding/Summary/6565,2006.130
2006,131,Wellington Smith,SF,6-7,195,0.8871,3 Stars,West Virginia,/cbb/players/wellington-smith-1.html,/player/Wellington-Smith/Summary/6601,2006.131
2006,132,Demetrius Jemison,PF,6-6,225,0.8869,3 Stars,Alabama,/cbb/players/demetrius-jemison-1.html,/player/Demetrius-Jemison/Summary/5501,2006.132
2006,133,Brady Morningstar,SG,6-3,165,0.8778,3 Stars,Kansas,/cbb/players/brady-morningstar-1.html,/player/Brady-Morningstar/Summary/4140,2006.133
2006,134,Trevor Booker,PF,6-7,215,0.8778,3 Stars,Clemson,/cbb/players/trevor-booker-1.html,/player/Trevor-Booker/Summary/3685,2006.134
