Year,Rank,Name,Position,Ht,Wt,Composite,Stars,School,Sports-Ref Link,RealGM Link,
2009,114,Dane Miller,SF,6-5,180,0.911,3 Stars,Rutgers,/cbb/players/dane-miller-1.html,/player/Dane-Miller/Summary/6318,2009.114
2009,115,Sam Dower,PF,6-9,220,0.9103,3 Stars,Gonzaga,/cbb/players/sam-dower-1.html,/player/Sam-Dower/Summary/8334,2009.115
2009,116,Mike Bruesewitz,PF,6-6,190,0.91,3 Stars,Wisconsin,/cbb/players/mike-bruesewitz-1.html,/player/Mike-Bruesewitz/Summary/4008,2009.116
2009,117,Nick Russell,PG,6-4,180,0.9099,3 Stars,Kansas State,/cbb/players/nick-russell-1.html,/player/Nick-Russell/Summary/4211,2009.117
2009,118,Xavier Thames,PG,6-3,177,0.9096,3 Stars,Washington State,/cbb/players/xavier-thames-1.html,/player/Xavier-Thames/Summary/7010,2009.118
2009,119,Brandon Triche,SG,6-3,210,0.9089,3 Stars,Syracuse,/cbb/players/brandon-triche-1.html,/player/Brandon-Triche/Summary/2282,2009.119
2009,120,Scott Wood,SG,6-6,170,0.908,3 Stars,N.C. State,/cbb/players/scott-wood-1.html,/player/Scott-Wood/Summary/3787,2009.120
2009,121,Michael Dixon,PG,6-1,165,0.9076,3 Stars,Missouri,/cbb/players/michael-dixon-1.html,/player/Mike-Dixon/Summary/3577,2009.121
2009,122,Joseph Bertrand,CG,6-4,170,0.9066,3 Stars,Illinois,/cbb/players/joseph-bertrand-1.html,/player/Joseph-Bertrand/Summary/3848,2009.122
2009,123,Glenn Bryant,PF,6-8,200,0.9063,3 Stars,Arkansas,/cbb/players/glenn-bryant-1.html,/player/Glenn-Bryant/Summary/5536,2009.123
2009,124,Dan Jennings,C,6-8,240,0.906,3 Stars,West Virginia,/cbb/players/dan-jennings-1.html,/player/Danny-Jennings/Summary/6593,2009.124
2009,125,Ramon Galloway,SG,6-2,175,0.906,3 Stars,South Carolina,/cbb/players/ramon-galloway-1.html,/player/Ramon-Galloway/Summary/5880,2009.125
2009,126,Johnnie Lacy,PG,5-10,160,0.9046,3 Stars,Providence,/cbb/players/johnnie-lacy-1.html,/player/Johnnie-Lacy/Summary/6273,2009.126
2009,127,Tyler Haws,SG,6-5,185,0.9043,3 Stars,Brigham Young,/cbb/players/tyler-haws-1.html,/player/Tyler-Haws/Summary/3587,2009.127
2009,128,Brian Oliver,SF,6-6,190,0.9036,3 Stars,Georgia Tech,/cbb/players/brian-oliver-2.html,/player/Brian-Oliver/Summary/3743,2009.128
2009,129,Talib Zanna,PF,6-9,230,0.9019,3 Stars,Pittsburgh,/cbb/players/talib-zanna-1.html,/player/Talib-Zanna/Summary/6238,2009.129
2009,130,John Riek,C,7-2,250,0.9,3 Stars,Mississippi State,/cbb/players/john-riek-1.html,/player/John-Riek/Summary/2591,2009.130
2009,131,Tony Mitchell,SF,6-6,210,0.9,3 Stars,Alabama,/cbb/players/tony-mitchell-3.html,/player/Tony-Mitchell/Summary/5506,2009.131
2009,132,Keith Clanton,PF,6-7,210,0.8998,3 Stars,UCF,/cbb/players/keith-clanton-1.html,/player/Keith-Clanton/Summary/8207,2009.132
2009,133,JaQuon Parker,PG,6-4,200,0.8997,3 Stars,Cincinnati,/cbb/players/jaquon-parker-1.html,/player/Jaquon-Parker/Summary/4345,2009.133
2009,134,Christian Standhardinger,SF,6-8,210,0.8997,3 Stars,Nebraska,/cbb/players/christian-standhardinger-1.html,/player/Christian-Standhardinger/Summary/4242,2009.134
2009,135,Donte Hill,SG,6-4,200,0.8974,3 Stars,Clemson,/cbb/players/donte-hill-1.html,/player/Donte-Hill/Summary/3687,2009.135
2009,136,Gokhan Sirin,PF,6-9,204,0.8965,3 Stars,Charlotte,/cbb/players/gokhan-sirin-1.html,/player/Gokhan-Sirin/Summary/10297,2009.136
2009,137,Jordan Hulls,PG,6-1,170,0.8956,3 Stars,Indiana,/cbb/players/jordan-hulls-1.html,/player/Jordan-Hulls/Summary/2277,2009.137
2009,138,Jared Cunningham,PG,6-3,170,0.8948,3 Stars,Oregon State,/cbb/players/jared-cunningham-2.html,/player/Jared-Cunningham/Summary/6804,2009.138
2009,139,Justin Clark,SG,6-5,175,0.8934,3 Stars,Illinois State,/cbb/players/justin-clark-2.html,/player/Justin-Clark/Summary/7297/,2009.139
2009,140,Jason Calliste,SG,6-2,175,0.8924,3 Stars,Detroit,/cbb/players/jason-calliste-1.html,/player/Jason-Calliste/Summary/15484,2009.140
2009,141,Joe Burton,C,6-7,270,0.8918,3 Stars,Oregon State,/cbb/players/joe-burton-1.html,/player/Joe-Burton/Summary/6805,2009.141
2009,142,Diamond Taylor,SG,6-3,170,0.891,3 Stars,Wisconsin,/cbb/players/diamond-taylor-1.html,/player/Diamond-Taylor/Summary/4009/,2009.142
2009,143,Andrew Smith,PF,6-8,215,0.8903,3 Stars,Butler,/cbb/players/andrew-smith-2.html,/player/Andrew-Smith/Summary/15388,2009.143
2009,144,Antwon Oliver,SF,6-5,175,0.8903,3 Stars,Iowa State,/cbb/players/antwon-oliver-1.html,/player/Antwon-Oliver/Summary/4183,2009.144
2009,145,Angus Brandt,C,6-10,210,0.8894,3 Stars,Oregon State,/cbb/players/angus-brandt-1.html,/player/Angus-Brandt/Summary/6800,2009.145
2009,147,Jarred Shaw,C,6-10,210,0.8867,3 Stars,Oklahoma State,/cbb/players/jarred-shaw-1.html,/player/Jarred-Shaw/Summary/4271,2009.147
2009,148,Deniz Kilicli,C,6-9,250,0.8859,3 Stars,West Virginia,/cbb/players/deniz-kilicli-1.html,/player/Deniz-Kilicli/Summary/6596,2009.148
2009,149,Tim Harris,SG,6-3,195,0.884,3 Stars,St. Mary's,/cbb/players/tim-harris-2.html,/player/Tim-Harris/Summary/8535,2009.149
2009,150,A.J. Walton,PG,6-1,175,0.8838,3 Stars,Baylor,/cbb/players/aj-walton-1.html,/player/AJ-Walton/Summary/4150,2009.150
2009,151,Daniel Miller,C,6-10,235,0.8817,3 Stars,Georgia Tech,/cbb/players/daniel-miller-1.html,/player/Daniel-Miller/Summary/3744,2009.151
2009,152,Marc Sonnen,PG,6-3,180,0.8809,3 Stars,Northern Iowa,/cbb/players/marc-sonnen-1.html,/player/Marc-Sonnen/Summary/7464,2009.152
2009,153,Brandon Thompson,SG,6-2,185,0.8796,3 Stars,Arizona State,/cbb/players/brandon-thompson-1.html,/player/Brandon-Thompson/Summary/6671,2009.153
2009,154,Jeremy Adams,SG,6-5,200,0.8796,3 Stars,Texas A&M,/cbb/players/jeremy-adams-1.html,/player/Jeremy-Adams/Summary/4292,2009.154
2009,155,Jack Cooley,PF,6-8,210,0.8796,3 Stars,Notre Dame,/cbb/players/jack-cooley-1.html,/player/Jack-Cooley/Summary/6196,2009.155
2009,156,Sandi Marcius,C,6-10,240,0.8796,3 Stars,Purdue,/cbb/players/sandi-marcius-1.html,/player/Sandi-Marcius/Summary/3992,2009.156
2009,157,Josh Davis,PF,6-6,185,0.8778,3 Stars,N.C. State,/cbb/players/josh-davis-6.html,/player/Josh-Davis/Summary/3786,2009.157
2009,158,Torin Walker,PF,6-9,221,0.8775,3 Stars,Oklahoma State,/cbb/players/torin-walker-1.html,/player/Torin-Walker/Summary/4269,2009.158
2009,159,Shaunessy Smith,SG,6-6,195,0.8775,3 Stars,Mississippi State,/cbb/players/shaunessy-smith-1.html,/player/Shaunessy-Smith/Summary/5842,2009.159
2009,160,Joey Brooks,CG,6-5,220,0.8775,3 Stars,Notre Dame,/cbb/players/joey-brooks-1.html,/player/Joey-Brooks/Summary/6197,2009.160
2009,161,Lance Brown,SG,6-2,190,0.8775,3 Stars,Fordham,/cbb/players/lance-brown-2.html,/player/Lance-Brown/Summary/10445,2009.161
2009,162,J.J. Richardson,PF,6-7,235,0.8775,3 Stars,Pittsburgh,/cbb/players/jj-richardson-1.html,/player/JJ-Richardson/Summary/6233,2009.162
2009,163,Tim Frazier,PG,6-2,160,0.8775,3 Stars,Penn State,/cbb/players/tim-frazier-1.html,/player/Tim-Frazier/Summary/3977,2009.163
2009,164,Nik Garcia,SG,6-5,185,0.8775,3 Stars,UCF,/cbb/players/nik-garcia-1.html,/player/Nik-Garcia/Summary/8208,2009.164
2009,165,Kyle Hardrick,PF,6-7,233,0.8775,3 Stars,Oklahoma,/cbb/players/kyle-hardrick-1.html,/player/Kyle-Hardrick/Summary/4251,2009.165
2009,166,C.J. Harris,PG,6-2,175,0.8775,3 Stars,Wake Forest,/cbb/players/cj-harris-1.html,/player/CJ-Harris/Summary/3672,2009.166
2009,167,Sherrod Wright,SG,6-4,190,0.8775,3 Stars,George Mason,/cbb/players/sherrod-wright-1.html,/player/Sherrod-Wright/Summary/18591,2009.167
2009,168,Bobby Capobianco,PF,6-8,220,0.8775,3 Stars,Indiana,/cbb/players/bobby-capobianco-1.html,/player/Bobby-Capobianco/Summary/3866,2009.168
2009,169,Austin Hollins,SG,6-3,170,0.8775,3 Stars,Minnesota,/cbb/players/austin-hollins-1.html,/player/Austin-Hollins/Summary/23208,2009.169
2009,170,Earnest Ross,SF,6-5,210,0.8775,3 Stars,Auburn,/cbb/players/earnest-ross-1.html,/player/Earnest-Ross/Summary/5579,2009.170
2009,171,Givon Crump,SF,6-6,210,0.8775,3 Stars,Baylor,/cbb/players/givon-crump-1.html,/player/Givon-Crump/Summary/4152,2009.171
2009,172,Brock Motum,PF,6-9,215,0.8775,3 Stars,Washington State,/cbb/players/brock-motum-1.html,/player/Brock-Motum/Summary/7001,2009.172
2009,173,Trevor Williams,C,6-11,248,0.8775,3 Stars,Colorado State,/cbb/players/trevor-williams-1.html,/player/Trevor-Williams/Summary/9804,2009.173
2009,174,Brennan Cougill,C,6-9,260,0.8755,3 Stars,Iowa,/cbb/players/brennan-cougill-1.html,/player/Brennan-Cougill/Summary/3566,2009.174
2009,175,Stephan Van Treese,PF,6-9,225,0.8755,3 Stars,Louisville,/cbb/players/stephan-van-treese-1.html,/player/Stephan-Van-Treese/Summary/6126,2009.175
2009,176,James Still,C,6-8,205,0.8755,3 Stars,Providence,/cbb/players/james-still-1.html,/player/James-Still/Summary/6271,2009.176
2009,177,Mike Marra,SG,6-4,200,0.8755,3 Stars,Louisville,/cbb/players/mike-marra-1.html,/player/Mike-Marra/Summary/7688,2009.177
2009,178,Jamal Fenton,PG,5-8,160,0.8755,3 Stars,New Mexico,/cbb/players/jamal-fenton-1.html,/player/Jamal-Fenton/Summary/9852,2009.178
2009,179,Devonte Elliott,PF,6-8,210,0.8755,3 Stars,Nevada,/cbb/players/devonte-elliott-1.html,/player/Devonte-Elliott/Summary/23390,2009.179
2009,180,Kadeem Batts,PF,6-8,225,0.8755,3 Stars,Providence,/cbb/players/kadeem-batts-1.html,/player/Kadeem-Batts/Summary/6274,2009.180
2009,181,Erick Green,PG,6-2,170,0.8755,3 Stars,Virginia Tech,/cbb/players/erick-green-1.html,/player/Erick-Green/Summary/3715,2009.181
2009,182,Youssoupha Mbao,C,7-2,215,0.8755,3 Stars,Marquette,/cbb/players/youssoupha-mbao-1.html,/player/Yous-Mbao/Summary/6165,2009.182
2009,183,G.J. Vilarino,PG,6-1,160,0.8755,3 Stars,Gonzaga,/cbb/players/gj-vilarino-1.html,/player/GJ-Vilarino/Summary/8328,2009.183
2009,184,Isaiah Philmore,PF,6-7,210,0.8755,3 Stars,Towson,/cbb/players/isaiah-philmore-1.html,/player/Isaiah-Philmore/Summary/18894,2009.184
2009,185,Mike Broghammer,PF,6-8,215,0.8755,3 Stars,Notre Dame,/cbb/players/mike-broghammer-1.html,/player/Mike-Broghammer/Summary/6199,2009.185
2009,186,Ferrakohn Hall,PF,6-7,210,0.8755,3 Stars,Seton Hall,/cbb/players/ferrakohn-hall-1.html,/player/Ferrakohn-Hall/Summary/6369,2009.186
2009,187,Demonte Simpson,PF,6-9,240,0.8747,3 Stars,Florida Atlantic,/cbb/players/demonte-simpson-1.html,/player/DeMonte-Simpson/Summary/19883,2009.187
2009,188,Brandon West,PF,6-9,255,0.8743,3 Stars,New Mexico State,/cbb/players/brandon-west-1.html,/player/Brandon-West/Summary/59043,2009.188
2009,189,Jeff Reid,SG,6-5,175,0.8734,3 Stars,Saint Louis,/cbb/players/jeff-reid-1.html,/player/Jeff-Reid/Summary/10770,2009.189
2009,190,Andy Brown,PF,6-8,210,0.8734,3 Stars,Stanford,/cbb/players/andy-brown-1.html,/player/Andy-Brown/Summary/6846,2009.190
2009,191,DJ Cooper,PG,5-9,165,0.8734,3 Stars,Ohio,/cbb/players/dj-cooper-1.html,/player/DJ-Cooper/Summary/11588,2009.191
2009,192,Eddie Ludwig,PF,6-8,192,0.8734,3 Stars,LSU,/cbb/players/eddie-ludwig-1.html,/player/Eddie-Ludwig/Summary/5753,2009.192
2009,193,Fred Gulley,PG,6-2,180,0.8734,3 Stars,Oklahoma State,/cbb/players/fred-gulley-1.html,/player/Fred-Gulley/Summary/4267,2009.193
2009,194,Carl Jones,PG,5-11,155,0.8734,3 Stars,St. Joseph's,/cbb/players/carl-jones-2.html,/player/Carl-Jones/Summary/10727,2009.194
2009,195,Marshall Henderson,SG,6-1,175,0.8734,3 Stars,Utah,/cbb/players/marshall-henderson-1.html,/player/Marshall-Henderson/Summary/10061,2009.195
2009,196,Alec Burks,SG,6-4,180,0.8734,3 Stars,Colorado,/cbb/players/alec-burks-1.html,/player/Alec-Burks/Summary/4169,2009.196
2009,197,Ben Boggs,SG,6-4,180,0.8734,3 Stars,Virginia Tech,/cbb/players/ben-boggs-1.html,/player/Ben-Boggs/Summary/3714,2009.197
2009,198,Chad Adams,SG,6-5,190,0.8734,3 Stars,New Mexico,/cbb/players/chad-adams-1.html,/player/Chad-Adams/Summary/9849,2009.198
2009,199,Patrick Bade,PF,6-8,225,0.8734,3 Stars,Purdue,/cbb/players/patrick-bade-1.html,/player/Patrick-Bade/Summary/5215,2009.199
2009,200,Troy Daniels,SG,6-3,185,0.8734,3 Stars,VCU,/cbb/players/troy-daniels-1.html,/player/Troy-Daniels/Summary/18948,2009.200
2009,201,Omari Lawrence,SG,6-4,185,0.8734,3 Stars,St. John's,/cbb/players/omari-lawrence-1.html,/player/Omari-Lawrence/Summary/6474,2009.201
2009,202,Austin Johnson,PF,6-7,190,0.8734,3 Stars,Rutgers,/cbb/players/austin-johnson-4.html,/player/Austin-Johnson/Summary/6315,2009.202
2009,203,James Padgett,PF,6-7,210,0.8734,3 Stars,Maryland,/cbb/players/james-padgett-1.html,/player/James-Padgett/Summary/3730,2009.203
2009,204,Eliott Eliason,C,6-11,235,0.8734,3 Stars,Minnesota,/cbb/players/eliott-eliason-1.html,/player/Elliott-Eliason/Summary/23207,2009.204
2009,205,Jules Montgomery,PF,6-9,175,0.8734,3 Stars,Long Beach State,/cbb/players/jules-montgomery-1.html,/player/Jules-Montgomery/Summary/16621,2009.205
2009,206,Marcus Jordan,SG,6-2,180,0.8734,3 Stars,UCF,/cbb/players/marcus-jordan-1.html,/player/Marcus-Jordan/Summary/2541,2009.206
2009,207,Manny Atkins,SF,6-7,198,0.8734,3 Stars,Virginia Tech,/cbb/players/manny-atkins-1.html,/player/Manny-Atkins/Summary/3713,2009.207
2009,208,Tony Freeland,SF,6-5,180,0.8734,3 Stars,DePaul,/cbb/players/tony-freeland-1.html,/player/Tony-Freeland/Summary/6056/,2009.208
2009,209,E.J. Singler,SF,6-5,191,0.8713,3 Stars,Oregon,/cbb/players/ej-singler-1.html,/player/EJ-Singler/Summary/6768,2009.209
2009,210,Vee Sanford,PG,6-3,175,0.8713,3 Stars,Georgetown,/cbb/players/vee-sanford-1.html,/player/Vee-Sanford/Summary/6093,2009.210
2009,211,David Brown,SG,6-3,190,0.8713,3 Stars,Western Michigan,/cbb/players/david-brown-2.html,/player/David-Brown/Summary/11128,2009.211
2009,212,Ruslan Pateev,C,7-1,240,0.8713,3 Stars,Arizona State,/cbb/players/ruslan-pateev-1.html,/player/Ruslan-Pateev/Summary/6677,2009.212
2009,213,Ian Hummer,PF,6-6,225,0.8713,3 Stars,Princeton,/cbb/players/ian-hummer-1.html,/player/Ian-Hummer/Summary/12651,2009.213
2009,214,Adrien Coleman,SG,6-4,185,0.8713,3 Stars,Nebraska,/cbb/players/adrien-coleman-1.html,/player/Adrien-Coleman/Summary/4238,2009.214
2009,215,Drew Crawford,SG,6-5,185,0.8713,3 Stars,Northwestern,/cbb/players/drew-crawford-1.html,/player/Drew-Crawford/Summary/3952,2009.215
2009,216,Tamir Jackson,SG,6-2,165,0.8713,3 Stars,Rice,/cbb/players/tamir-jackson-1.html,/player/Tamir-Jackson/Summary/7915,2009.216
2009,217,Dexter Fields,SG,6-2,190,0.8713,3 Stars,UAB,/cbb/players/dexter-fields-1.html,/player/Dexter-Fields/Summary/8157,2009.217
2009,218,Brandon Smith,PG,6-1,170,0.8713,3 Stars,California,/cbb/players/brandon-smith-7.html,/player/Brandon-Smith/Summary/6721,2009.218
2009,219,J.P. Kuhlman,SG,6-3,195,0.8692,3 Stars,Davidson,/cbb/players/jp-kuhlman-1.html,/player/JP-Kuhlman/Summary/21200,2009.219
2009,220,Ben Eblen,PG,6-1,191,0.8692,3 Stars,Alabama,/cbb/players/ben-eblen-1.html,/player/Ben-Eblen/Summary/5497,2009.220
2009,221,Blake McLimans,PF,6-10,210,0.8692,3 Stars,Michigan,/cbb/players/blake-mclimans-1.html,/player/Blake-McLimans/Summary/3898/,2009.221
2009,222,Robert Johnson,SF,6-6,190,0.8681,3 Stars,Kent State,/cbb/players/robert-johnson-4.html,/player/Scooter-Johnson/Summary/23930,2009.222
2009,224,Ray Turner,PF,6-8,220,0.8671,3 Stars,Texas A&M,/cbb/players/ray-turner-1.html,/player/Ray-Turner/Summary/4295,2009.224
2009,225,Keith Dewitt,PF,6-10,215,0.8667,3 Stars,Missouri,/cbb/players/keith-dewitt-1.html,/player/Keith-Dewitt/Summary/4224,2009.225
2009,226,Zeke Upshaw,SG,6-5,188,0.8649,3 Stars,Illinois State,/cbb/players/zeke-upshaw-1.html,/player/Zeke-Upshaw/Summary/7304,2009.226
2009,227,Shaquille Barber,PG,6-1,175,0.8649,3 Stars,South Carolina State,/cbb/players/shaquille-barber-1.html,/player/Shaqil-Barber/Summary/19661,2009.227
2009,228,KJ Sherrill,PF,6-6,215,0.8627,3 Stars,Charlotte,/cbb/players/kj-sherrill-1.html,/player/KJ-Sherrill/Summary/10301,2009.228
2009,229,Jake Eastman,SG,6-4,195,0.8618,3 Stars,Bradley,/cbb/players/jake-eastman-1.html,/player/Jake-Eastman/Summary/7058,2009.229
2009,230,Tyreak Johnson,PG,6-1,185,0.8618,3 Stars,Howard,/cbb/players/tyreak-johnson-1.html,/player/Tyreak-Johnson/Summary/19345,2009.230
2009,231,Tyler Koch,SG,6-4,190,0.8618,3 Stars,Wright State,/cbb/players/tyler-koch-1.html,/player/Tyler-Koch/Summary/15808,2009.231
2009,232,Gregg Wooten,PG,6-1,170,0.8618,3 Stars,Samford,/cbb/players/gregg-wooten-1.html,/player/Gregg-Wooten/Summary/12162,2009.232
2009,233,D.J. Shelton,PF,6-8,250,0.859,3 Stars,Cal State Fullerton,/cbb/players/dj-shelton-1.html,/player/DJ-Shelton/Summary/16497,2009.233
2009,234,Kadeem Coleby,C,6-9,225,0.8588,3 Stars,Louisiana Tech,/cbb/players/kadeem-coleby-1.html,/player/Kadeem-Coleby/Summary/26426,2009.234
2009,235,Levi Barnes,C,6-10,205,0.8587,3 Stars,Samford,/cbb/players/levi-barnes-1.html,/player/Levi-Barnes/Summary/12168,2009.235
2009,236,Carl Baptiste,PF,6-8,240,0.8587,3 Stars,St. Joseph's,/cbb/players/carl-baptiste-1.html,/player/Carl-Baptiste/Summary/10726,2009.236
2009,237,Tommy Kurth,PG,6-1,165,0.8587,3 Stars,Valparaiso,/cbb/players/tommy-kurth-1.html,/player/Tommy-Kurth/Summary/15765,2009.237
2009,238,Jerrelle Benimon,PF,6-8,215,0.8587,3 Stars,Georgetown,/cbb/players/jerrelle-benimon-1.html,/player/Jerrelle-Benimon/Summary/6089,2009.238
2009,239,Austin Harper,PG,6-2,181,0.8587,3 Stars,Western Michigan,/cbb/players/austin-harper-1.html,/player/Austin-Harper/Summary/11126,2009.239
2009,240,Brandyn Curry,PG,6-1,180,0.8586,3 Stars,Harvard,/cbb/players/brandyn-curry-1.html,/player/Brandyn-Curry/Summary/12543,2009.240
2009,241,D.J. Stephens,SF,6-4,170,0.8574,3 Stars,Memphis,/cbb/players/dj-stephens-1.html,/player/DJ-Stephens/Summary/7867,2009.241
2009,242,Ty Armstrong,PF,6-8,225,0.8574,3 Stars,Auburn,/cbb/players/ty-armstrong-1.html,/player/Ty-Armstrong/Summary/5590,2009.242
2009,243,Eric Lawton,PG,6-1,160,0.8574,3 Stars,San Diego State,/cbb/players/eric-lawton-1.html,/player/Eric-Lawton/Summary/31718,2009.243
2009,244,Augustine Rubit,PF,6-7,220,0.8567,3 Stars,South Alabama,/cbb/players/augustine-rubit-1.html,/player/Augustine-Rubit/Summary/20288,2009.244
2009,245,Andrew Brommer,PF,6-9,215,0.8565,3 Stars,Iowa,/cbb/players/andrew-brommer-1.html,/player/Andrew-Brommer/Summary/3871,2009.245
2009,246,Danny McElroy,PF,6-6,200,0.8559,3 Stars,Bowling Green,/cbb/players/danny-mcelroy-1.html,/player/Danny-McElroy/Summary/11278,2009.246
2009,247,Toarlyn Fitzpatrick,SF,6-8,240,0.8559,3 Stars,South Florida,/cbb/players/toarlyn-fitzpatrick-1.html,/player/Toarlyn-Fitzpatrick/Summary/6421,2009.247
2009,248,Johnny Williams,PF,6-7,230,0.8556,3 Stars,George Mason,/cbb/players/johnny-williams-1.html,/player/Johnny-Williams/Summary/18583,2009.248
2009,249,Tyrone Hanson,SG,6-7,205,0.8556,3 Stars,Nevada,/cbb/players/tyrone-hanson-2.html,/player/Tyrone-Hanson/Summary/9053,2009.249
2009,250,Kerron Johnson,PG,6-1,165,0.8556,3 Stars,Belmont,/cbb/players/kerron-johnson-1.html,/player/Kerron-Johnson/Summary/3641,2009.250
2010,1,Harrison Barnes,SF,6-7,210,0.9999,5 Stars,North Carolina,/cbb/players/harrison-barnes-1.html,/player/Harrison-Barnes/Summary/2372,2010.1
2010,2,Kyrie Irving,PG,6-2,175,0.9992,5 Stars,Duke,/cbb/players/kyrie-irving-1.html,/player/Kyrie-Irving/Summary/7118,2010.2
2010,3,Jared Sullinger,PF,6-9,280,0.9991,5 Stars,Ohio State,/cbb/players/jared-sullinger-1.html,/player/Jared-Sullinger/Summary/2375,2010.3
2010,4,Josh Selby,PG,6-2,183,0.9989,5 Stars,Kansas,/cbb/players/josh-selby-1.html,/player/Josh-Selby/Summary/7111,2010.4
2010,5,Brandon Knight,PG,6-3,185,0.9983,5 Stars,Kentucky,/cbb/players/brandon-knight-1.html,/player/Brandon-Knight/Summary/2258,2010.5
2010,6,Tobias Harris,SF,6-1,190,0.9977,5 Stars,Tennessee,/cbb/players/tobias-harris-1.html,/player/Tobias-Harris/Summary/7119,2010.6
2010,7,Perry Jones,PF,6-11,220,0.9971,5 Stars,Baylor,/cbb/players/perry-jones-1.html,/player/Perry-Jones/Summary/7116,2010.7
2010,8,Terrence Jones,SF,6-8,220,0.9964,5 Stars,Kentucky,/cbb/players/terrence-jones-1.html,/player/Terrence-Jones/Summary/7109,2010.8
2010,10,C.J. Leslie,PF,6-7,205,0.9956,5 Stars,N.C. State,/cbb/players/cj-leslie-1.html,/player/CJ-Leslie/Summary/7114,2010.10
2010,11,Tristan Thompson,PF,6-9,240,0.9954,5 Stars,Texas,/cbb/players/tristan-thompson-2.html,/player/Tristan-Thompson/Summary/7103,2010.11
2010,12,Cory Joseph,PG,6-3,180,0.9953,5 Stars,Texas,/cbb/players/cory-joseph-1.html,/player/Cory-Joseph/Summary/7108,2010.12
2010,13,Will Barton,SG,6-6,170,0.9949,5 Stars,Memphis,/cbb/players/will-barton-1.html,/player/Will-Barton/Summary/9269,2010.13
2010,14,Fab Melo,C,7-1,270,0.9946,5 Stars,Syracuse,/cbb/players/fab-melo-1.html,/player/Fab-Melo/Summary/7105,2010.14
2010,15,Reggie Bullock,SG,6-5,190,0.9945,5 Stars,North Carolina,/cbb/players/reggie-bullock-2.html,/player/Reggie-Bullock/Summary/7120,2010.15
2010,16,Tony Mitchell,SF,6-8,220,0.9932,5 Stars,Missouri,/cbb/players/tony-mitchell-4.html,/player/Tony-Mitchell/Summary/9338,2010.16
2010,17,Patric Young,C,6-8,220,0.993,5 Stars,Florida,/cbb/players/patric-young-1.html,/player/Patric-Young/Summary/7104,2010.17
2010,18,Joshua Smith,C,6-10,270,0.9929,5 Stars,UCLA,/cbb/players/josh-smith-1.html,/player/Josh-Smith/Summary/17464,2010.18
2010,19,Deshaun Thomas,PF,6-6,230,0.9928,5 Stars,Ohio State,/cbb/players/deshaun-thomas-1.html,/player/Deshaun-Thomas/Summary/2381,2010.19
2010,20,Joe Jackson,PG,5-11,160,0.9921,5 Stars,Memphis,/cbb/players/joe-jackson-1.html,/player/Joe-Jackson/Summary/7117,2010.20
2010,21,Dion Waiters,SG,6-3,214,0.9909,5 Stars,Syracuse,/cbb/players/dion-waiters-1.html,/player/Dion-Waiters/Summary/9280,2010.21
2010,22,Adreian Payne,C,6-10,215,0.9902,5 Stars,Michigan State,/cbb/players/adreian-payne-1.html,/player/Adreian-Payne/Summary/9303,2010.22
2010,23,Doron Lamb,SG,6-4,175,0.99,4 Stars,Kentucky,/cbb/players/doron-lamb-1.html,/player/Doron-Lamb/Summary/7107,2010.23
2010,24,Jelan Kendrick,SF,6-6,186,0.9898,4 Stars,Memphis,/cbb/players/jelan-kendrick-1.html,/player/Jelan-Kendrick/Summary/7115,2010.24
2010,25,Ray McCallum,PG,6-1,175,0.9894,4 Stars,Detroit,/cbb/players/ray-mccallum-2.html,/player/Ray-McCallum/Summary/7106,2010.25
2010,26,Kendall Marshall,PG,6-3,172,0.9893,4 Stars,North Carolina,/cbb/players/kendall-marshall-1.html,/player/Kendall-Marshall/Summary/7113,2010.26
2010,27,Ryan Harrow,PG,6-2,175,0.9893,4 Stars,N.C. State,/cbb/players/ryan-harrow-1.html,/player/Ryan-Harrow/Summary/9292,2010.27
2010,28,Vander Blue,PG,6-3,180,0.9885,4 Stars,Marquette,/cbb/players/vander-blue-1.html,/player/Vander-Blue/Summary/9340,2010.28
2010,29,Jereme Richmond,SF,6-7,205,0.9885,4 Stars,Illinois,/cbb/players/jereme-richmond-1.html,/player/Jereme-Richmond/Summary/7102,2010.29
2010,30,Meyers Leonard,C,7-1,240,0.9874,4 Stars,Illinois,/cbb/players/meyers-leonard-1.html,/player/Meyers-Leonard/Summary/9270,2010.30
2010,31,Roscoe Smith,SF,6-7,185,0.9866,4 Stars,Connecticut,/cbb/players/roscoe-smith-1.html,/player/Roscoe-Smith/Summary/9279,2010.31
2010,32,Terrence Ross,SG,6-5,180,0.9865,4 Stars,Washington,/cbb/players/terrence-ross-1.html,/player/Terrence-Ross/Summary/9339,2010.32
2010,33,Cameron Clark,SG,6-7,200,0.9863,4 Stars,Oklahoma,/cbb/players/cameron-clark-1.html,/player/Cameron-Clark/Summary/9341,2010.33
2010,34,Dwight Powell,PF,6-9,215,0.9861,4 Stars,Stanford,/cbb/players/dwight-powell-1.html,/player/Dwight-Powell/Summary/9346,2010.34
2010,35,Josh Hairston,PF,6-8,195,0.9859,4 Stars,Duke,/cbb/players/josh-hairston-1.html,/player/Josh-Hairston/Summary/9293,2010.35
2010,36,Trey Zeigler,SG,6-4,185,0.9858,4 Stars,Central Michigan,/cbb/players/trey-zeigler-1.html,/player/Trey-Zeigler/Summary/9342,2010.36
