RealGM Summary Page,Highest Level Reached,Season,,School,,SR-1,SR-2,BPM,,,
/player/Alec-Brown/Summary/23740,International,2011,12,Green Bay,/player/Alec-Brown/Summary/23740=2011,/cbb/players/alec-brown-1.html,,-0.50,3.80,3.30,
/player/Alec-Brown/Summary/23740,International,2012,13,Green Bay,/player/Alec-Brown/Summary/23740=2012,/cbb/players/alec-brown-1.html,,-0.30,1.60,1.30,
/player/Alec-Brown/Summary/23740,International,2013,14,Green Bay,/player/Alec-Brown/Summary/23740=2013,/cbb/players/alec-brown-1.html,,1.00,3.70,4.60,
/player/Anthony-Brown/Summary/6998,NBA,2010,11,Stanford,/player/Anthony-Brown/Summary/6998=2010,/cbb/players/anthony-brown-5.html,,2.90,0.80,3.70,
/player/Anthony-Brown/Summary/6998,NBA,2011,12,Stanford,/player/Anthony-Brown/Summary/6998=2011,/cbb/players/anthony-brown-5.html,,0.60,1.90,2.50,
/player/Anthony-Brown/Summary/6998,NBA,2012,13,Stanford,/player/Anthony-Brown/Summary/6998=2012,/cbb/players/anthony-brown-5.html,,-6.60,1.40,-5.20,
/player/Anthony-Brown/Summary/6998,NBA,2013,14,Stanford,/player/Anthony-Brown/Summary/6998=2013,/cbb/players/anthony-brown-5.html,,4.00,1.80,5.80,
/player/Anthony-Brown/Summary/6998,NBA,2014,15,Stanford,/player/Anthony-Brown/Summary/6998=2014,/cbb/players/anthony-brown-5.html,,5.10,1.90,7.00,
/player/Ken-Brown/Summary/23066,International,2010,11,Western Kentucky,/player/Ken-Brown/Summary/23066=2010,/cbb/players/ken-brown-1.html,,-2.70,1.20,-1.50,
/player/Kevin-Brown/Summary/22887,International,2010,11,Tulane,/player/Kevin-Brown/Summary/22887=2010,/cbb/players/kevin-brown-7.html,,-8.30,-2.60,-10.90,
/player/Kevin-Brown/Summary/22887,International,2012,13,Louisiana,/player/Kevin-Brown/Summary/22887=2012,/cbb/players/kevin-brown-7.html,,-2.70,-3.80,-6.50,
/player/Kevin-Brown/Summary/22887,International,2013,14,Louisiana,/player/Kevin-Brown/Summary/22887=2013,/cbb/players/kevin-brown-7.html,,-0.70,-0.80,-1.50,
/player/Kevin-Brown/Summary/22887,International,2014,15,New Orleans,/player/Kevin-Brown/Summary/22887=2014,/cbb/players/kevin-brown-7.html,,0.40,-3.00,-2.50,
/player/Lorenzo-Brown/Summary/2382,NBA,2010,11,NC State,/player/Lorenzo-Brown/Summary/2382=2010,/cbb/players/lorenzo-brown-1.html,,1.60,1.50,3.10,
/player/Lorenzo-Brown/Summary/2382,NBA,2011,12,NC State,/player/Lorenzo-Brown/Summary/2382=2011,/cbb/players/lorenzo-brown-1.html,,3.90,2.60,6.40,
/player/Lorenzo-Brown/Summary/2382,NBA,2012,13,NC State,/player/Lorenzo-Brown/Summary/2382=2012,/cbb/players/lorenzo-brown-1.html,,3.50,2.30,5.80,
/player/Markel-Brown/Summary/9283,NBA,2010,11,Oklahoma State,/player/Markel-Brown/Summary/9283=2010,/cbb/players/markel-brown-1.html,,-0.20,4.50,4.30,
/player/Markel-Brown/Summary/9283,NBA,2011,12,Oklahoma State,/player/Markel-Brown/Summary/9283=2011,/cbb/players/markel-brown-1.html,,1.20,2.40,3.60,
/player/Markel-Brown/Summary/9283,NBA,2012,13,Oklahoma State,/player/Markel-Brown/Summary/9283=2012,/cbb/players/markel-brown-1.html,,4.00,2.90,6.90,
/player/Markel-Brown/Summary/9283,NBA,2013,14,Oklahoma State,/player/Markel-Brown/Summary/9283=2013,/cbb/players/markel-brown-1.html,,5.90,2.90,8.80,
/player/Rhamel-Brown/Summary/23904,International,2010,11,Manhattan,/player/Rhamel-Brown/Summary/23904=2010,/cbb/players/rhamel-brown-1.html,,-0.70,3.30,2.70,
/player/Rhamel-Brown/Summary/23904,International,2011,12,Manhattan,/player/Rhamel-Brown/Summary/23904=2011,/cbb/players/rhamel-brown-1.html,,-1.90,7.70,5.80,
/player/Rhamel-Brown/Summary/23904,International,2012,13,Manhattan,/player/Rhamel-Brown/Summary/23904=2012,/cbb/players/rhamel-brown-1.html,,-0.90,8.10,7.20,
/player/Rhamel-Brown/Summary/23904,International,2013,14,Manhattan,/player/Rhamel-Brown/Summary/23904=2013,/cbb/players/rhamel-brown-1.html,,-0.40,8.80,8.40,
/player/Rion-Brown/Summary/23539,International,2010,11,Miami (FL),/player/Rion-Brown/Summary/23539=2010,/cbb/players/rion-brown-1.html,,0.50,-0.30,0.20,
/player/Rion-Brown/Summary/23539,International,2011,12,Miami (FL),/player/Rion-Brown/Summary/23539=2011,/cbb/players/rion-brown-1.html,,4.30,-0.90,3.40,
/player/Rion-Brown/Summary/23539,International,2012,13,Miami (FL),/player/Rion-Brown/Summary/23539=2012,/cbb/players/rion-brown-1.html,,2.60,0.60,3.10,
/player/Rion-Brown/Summary/23539,International,2013,14,Miami (FL),/player/Rion-Brown/Summary/23539=2013,/cbb/players/rion-brown-1.html,,6.70,0.60,7.30,
/player/Evan-Bruinsma/Summary/23737,International,2010,11,Detroit-Mercy,/player/Evan-Bruinsma/Summary/23737=2010,/cbb/players/evan-bruinsma-1.html,,-1.70,-0.10,-1.80,
/player/Evan-Bruinsma/Summary/23737,International,2011,12,Detroit-Mercy,/player/Evan-Bruinsma/Summary/23737=2011,/cbb/players/evan-bruinsma-1.html,,1.60,-0.10,1.50,
/player/Evan-Bruinsma/Summary/23737,International,2012,13,Detroit-Mercy,/player/Evan-Bruinsma/Summary/23737=2012,/cbb/players/evan-bruinsma-1.html,,2.00,1.30,3.30,
/player/Evan-Bruinsma/Summary/23737,International,2013,14,Detroit-Mercy,/player/Evan-Bruinsma/Summary/23737=2013,/cbb/players/evan-bruinsma-1.html,,0.00,0.90,0.90,
/player/Ben-Brust/Summary/9319,International,2010,11,Wisconsin,/player/Ben-Brust/Summary/9319=2010,/cbb/players/ben-brust-1.html,,-4.30,-1.50,-5.80,
/player/Ben-Brust/Summary/9319,International,2011,12,Wisconsin,/player/Ben-Brust/Summary/9319=2011,/cbb/players/ben-brust-1.html,,3.50,1.90,5.40,
/player/Ben-Brust/Summary/9319,International,2012,13,Wisconsin,/player/Ben-Brust/Summary/9319=2012,/cbb/players/ben-brust-1.html,,5.40,3.90,9.30,
/player/Ben-Brust/Summary/9319,International,2013,14,Wisconsin,/player/Ben-Brust/Summary/9319=2013,/cbb/players/ben-brust-1.html,,6.60,1.40,8.00,
/player/Eric-Buckner/Summary/23669,International,2010,11,Georgia State,/player/Eric-Buckner/Summary/23669=2010,/cbb/players/eric-buckner-1.html,,-2.10,3.00,0.90,
/player/Eric-Buckner/Summary/23669,International,2011,12,Georgia State,/player/Eric-Buckner/Summary/23669=2011,/cbb/players/eric-buckner-1.html,,-0.20,7.00,6.80,
/player/Reggie-Bullock/Summary/7120,NBA,2010,11,North Carolina,/player/Reggie-Bullock/Summary/7120=2010,/cbb/players/reggie-bullock-2.html,,3.70,2.30,6.10,
/player/Reggie-Bullock/Summary/7120,NBA,2011,12,North Carolina,/player/Reggie-Bullock/Summary/7120=2011,/cbb/players/reggie-bullock-2.html,,5.90,3.10,9.10,
/player/Reggie-Bullock/Summary/7120,NBA,2012,13,North Carolina,/player/Reggie-Bullock/Summary/7120=2012,/cbb/players/reggie-bullock-2.html,,8.90,3.10,12.00,
/player/Trenity-Burdine/Summary/23911,International,2010,11,Siena,/player/Trenity-Burdine/Summary/23911=2010,/cbb/players/trenity-burdine-1.html,,-2.90,-1.20,-4.10,
/player/Trenity-Burdine/Summary/23911,International,2012,13,Siena,/player/Trenity-Burdine/Summary/23911=2012,/cbb/players/trenity-burdine-1.html,,-0.50,-0.70,-1.20,
/player/Jordan-Burris/Summary/23393,International,2010,11,Nevada,/player/Jordan-Burris/Summary/23393=2010,/cbb/players/jordan-burris-1.html,,-2.70,0.60,-2.10,
/player/Jordan-Burris/Summary/23393,International,2011,12,Nevada,/player/Jordan-Burris/Summary/23393=2011,/cbb/players/jordan-burris-1.html,,-1.30,0.80,-0.50,
/player/Jordan-Burris/Summary/23393,International,2012,13,Nevada,/player/Jordan-Burris/Summary/23393=2012,/cbb/players/jordan-burris-1.html,,-0.70,1.30,0.60,
/player/Deonte-Burton/Summary/23388,International,2010,11,Nevada,/player/Deonte-Burton/Summary/23388=2010,/cbb/players/deonte-burton-1.html,,4.40,-0.60,3.80,
/player/Deonte-Burton/Summary/23388,International,2011,12,Nevada,/player/Deonte-Burton/Summary/23388=2011,/cbb/players/deonte-burton-1.html,,4.50,-1.00,3.50,
/player/Deonte-Burton/Summary/23388,International,2012,13,Nevada,/player/Deonte-Burton/Summary/23388=2012,/cbb/players/deonte-burton-1.html,,4.80,-1.20,3.60,
/player/Deonte-Burton/Summary/23388,International,2013,14,Nevada,/player/Deonte-Burton/Summary/23388=2013,/cbb/players/deonte-burton-1.html,,6.70,-0.20,6.50,
/player/Jenirro-Bush/Summary/23157,International,2010,11,Jackson State,/player/Jenirro-Bush/Summary/23157=2010,/cbb/players/jenirro-bush-1.html,,0.80,-3.00,-2.20,
/player/Jenirro-Bush/Summary/23157,International,2011,12,Jackson State,/player/Jenirro-Bush/Summary/23157=2011,/cbb/players/jenirro-bush-1.html,,-1.80,-3.50,-5.20,
/player/Nate-Buss/Summary/23510,International,2011,12,Northern Iowa,/player/Nate-Buss/Summary/23510=2011,/cbb/players/nate-buss-1.html,,-4.20,1.70,-2.50,
/player/Nate-Buss/Summary/23510,International,2012,13,Northern Iowa,/player/Nate-Buss/Summary/23510=2012,/cbb/players/nate-buss-1.html,,0.40,-0.30,0.20,
/player/Nate-Buss/Summary/23510,International,2013,14,Northern Iowa,/player/Nate-Buss/Summary/23510=2013,/cbb/players/nate-buss-1.html,,4.70,-2.10,2.60,
/player/Nate-Buss/Summary/23510,International,2014,15,Northern Iowa,/player/Nate-Buss/Summary/23510=2014,/cbb/players/nate-buss-1.html,,2.10,-2.20,-0.10,
/player/Tre-Bussey/Summary/22925,International,2010,11,Georgia Southern,/player/Tre-Bussey/Summary/22925=2010,/cbb/players/tre-bussey-1.html,,-2.40,-4.20,-6.70,
/player/Tre-Bussey/Summary/22925,International,2011,12,Georgia Southern,/player/Tre-Bussey/Summary/22925=2011,/cbb/players/tre-bussey-1.html,,-2.20,-3.70,-5.90,
/player/Tre-Bussey/Summary/22925,International,2012,13,Georgia Southern,/player/Tre-Bussey/Summary/22925=2012,/cbb/players/tre-bussey-1.html,,-3.30,-2.80,-6.00,
/player/Tre-Bussey/Summary/22925,International,2013,14,Georgia Southern,/player/Tre-Bussey/Summary/22925=2013,/cbb/players/tre-bussey-1.html,,1.00,-3.00,-2.00,
/player/Russell-Byrd/Summary/9361,International,2011,12,Michigan State,/player/Russell-Byrd/Summary/9361=2011,/cbb/players/russell-byrd-1.html,,1.60,1.90,3.60,
/player/Russell-Byrd/Summary/9361,International,2012,13,Michigan State,/player/Russell-Byrd/Summary/9361=2012,/cbb/players/russell-byrd-1.html,,-0.90,-0.40,-1.40,
/player/Russell-Byrd/Summary/9361,International,2013,14,Michigan State,/player/Russell-Byrd/Summary/9361=2013,/cbb/players/russell-byrd-1.html,,-1.10,2.50,1.40,
/player/JR-Cadot/Summary/22375,International,2010,11,Texas Christian,/player/JR-Cadot/Summary/22375=2010,/cbb/players/jr-cadot-1.html,,3.80,2.60,6.50,
/player/JR-Cadot/Summary/22375,International,2011,12,Texas Christian,/player/JR-Cadot/Summary/22375=2011,/cbb/players/jr-cadot-1.html,,4.40,1.60,6.00,
/player/Kyle-Cain/Summary/9329,International,2010,11,Arizona State,/player/Kyle-Cain/Summary/9329=2010,/cbb/players/kyle-cain-1.html,,-2.20,1.20,-1.10,
/player/Kyle-Cain/Summary/9329,International,2011,12,Arizona State,/player/Kyle-Cain/Summary/9329=2011,/cbb/players/kyle-cain-1.html,,-3.40,-1.50,-4.90,
/player/Kyle-Cain/Summary/9329,International,2013,14,UNC Greensboro,/player/Kyle-Cain/Summary/9329=2013,/cbb/players/kyle-cain-1.html,,-2.20,-1.60,-3.90,
/player/Jay-Canty/Summary/22530,International,2010,11,Xavier,/player/Jay-Canty/Summary/22530=2010,/cbb/players/jay-canty-1.html,,-2.70,1.70,-1.00,
/player/Jay-Canty/Summary/22530,International,2012,13,Appalachian State,/player/Jay-Canty/Summary/22530=2012,/cbb/players/jay-canty-1.html,,0.50,-1.00,-0.50,
/player/Jay-Canty/Summary/22530,International,2013,14,Appalachian State,/player/Jay-Canty/Summary/22530=2013,/cbb/players/jay-canty-1.html,,-1.50,-0.60,-2.10,
/player/Sandro-Carissimo/Summary/22652,International,2010,11,Vermont,/player/Sandro-Carissimo/Summary/22652=2010,/cbb/players/sandro-carissimo-1.html,,-1.30,1.40,0.10,
/player/Sandro-Carissimo/Summary/22652,International,2011,12,Vermont,/player/Sandro-Carissimo/Summary/22652=2011,/cbb/players/sandro-carissimo-1.html,,0.90,1.10,2.10,
/player/Sandro-Carissimo/Summary/22652,International,2012,13,Vermont,/player/Sandro-Carissimo/Summary/22652=2012,/cbb/players/sandro-carissimo-1.html,,1.50,-0.30,1.20,
/player/Sandro-Carissimo/Summary/22652,International,2013,14,Vermont,/player/Sandro-Carissimo/Summary/22652=2013,/cbb/players/sandro-carissimo-1.html,,2.10,0.40,2.40,
/player/Matt-Carlino/Summary/23263,International,2011,12,Brigham Young,/player/Matt-Carlino/Summary/23263=2011,/cbb/players/matt-carlino-1.html,,1.00,0.90,2.00,
/player/Matt-Carlino/Summary/23263,International,2012,13,Brigham Young,/player/Matt-Carlino/Summary/23263=2012,/cbb/players/matt-carlino-1.html,,2.40,1.50,4.00,
/player/Matt-Carlino/Summary/23263,International,2013,14,Brigham Young,/player/Matt-Carlino/Summary/23263=2013,/cbb/players/matt-carlino-1.html,,4.00,1.20,5.20,
/player/Matt-Carlino/Summary/23263,International,2014,15,Marquette,/player/Matt-Carlino/Summary/23263=2014,/cbb/players/matt-carlino-1.html,,5.90,0.40,6.30,
/player/James-Carlton/Summary/22903,International,2010,11,Charleston,/player/James-Carlton/Summary/22903=2010,/cbb/players/james-carlton-1.html,,-4.30,1.30,-3.00,
/player/James-Carlton/Summary/22903,International,2011,12,Charleston,/player/James-Carlton/Summary/22903=2011,/cbb/players/james-carlton-1.html,,-8.10,3.50,-4.60,
/player/James-Carlton/Summary/22903,International,2013,14,Howard,/player/James-Carlton/Summary/22903=2013,/cbb/players/james-carlton-1.html,,-7.80,-1.30,-9.10,
/player/James-Carlton/Summary/22903,International,2014,15,Howard,/player/James-Carlton/Summary/22903=2014,/cbb/players/james-carlton-1.html,,-1.40,0.20,-1.20,
/player/Jason-Carter/Summary/42358,International,2010,11,Alabama,/player/Jason-Carter/Summary/42358=2010,/cbb/players/jason-carter-4.html,,-10.50,0.60,-9.90,
/player/Jason-Carter/Summary/42358,International,2014,15,Texas Southern,/player/Jason-Carter/Summary/42358=2014,/cbb/players/jason-carter-4.html,,-6.90,-2.60,-9.50,
/player/Marquise-Carter/Summary/23410,International,2010,11,Gonzaga,/player/Marquise-Carter/Summary/23410=2010,/cbb/players/marquise-carter-1.html,,3.60,1.80,5.40,
/player/Marquise-Carter/Summary/23410,International,2011,12,Gonzaga,/player/Marquise-Carter/Summary/23410=2011,/cbb/players/marquise-carter-1.html,,0.00,2.60,2.60,
/player/Wil-Carter/Summary/23403,International,2010,11,San Jose State,/player/Wil-Carter/Summary/23403=2010,/cbb/players/wil-carter-1.html,,-1.10,0.30,-0.90,
/player/Wil-Carter/Summary/23403,International,2011,12,San Jose State,/player/Wil-Carter/Summary/23403=2011,/cbb/players/wil-carter-1.html,,-0.30,-2.10,-2.40,
/player/Cameron-Clark/Summary/9341,International,2010,11,Oklahoma,/player/Cameron-Clark/Summary/9341=2010,/cbb/players/cameron-clark-1.html,,1.40,1.20,2.60,
/player/Cameron-Clark/Summary/9341,International,2011,12,Oklahoma,/player/Cameron-Clark/Summary/9341=2011,/cbb/players/cameron-clark-1.html,,-1.80,2.00,0.20,
/player/Cameron-Clark/Summary/9341,International,2012,13,Oklahoma,/player/Cameron-Clark/Summary/9341=2012,/cbb/players/cameron-clark-1.html,,1.10,1.80,3.00,
/player/Cameron-Clark/Summary/9341,International,2013,14,Oklahoma,/player/Cameron-Clark/Summary/9341=2013,/cbb/players/cameron-clark-1.html,,3.10,1.00,4.10,
/player/Jordan-Clarkson/Summary/22892,NBA,2010,11,Tulsa,/player/Jordan-Clarkson/Summary/22892=2010,/cbb/players/jordan-clarkson-1.html,,0.20,-0.60,-0.40,
/player/Jordan-Clarkson/Summary/22892,NBA,2011,12,Tulsa,/player/Jordan-Clarkson/Summary/22892=2011,/cbb/players/jordan-clarkson-1.html,,3.90,0.00,3.90,
/player/Jordan-Clarkson/Summary/22892,NBA,2013,14,Missouri,/player/Jordan-Clarkson/Summary/22892=2013,/cbb/players/jordan-clarkson-1.html,,3.80,0.20,4.00,
/player/Will-Clyburn/Summary/22382,International,2010,11,Utah,/player/Will-Clyburn/Summary/22382=2010,/cbb/players/will-clyburn-1.html,,4.50,-0.10,4.30,
/player/Will-Clyburn/Summary/22382,International,2012,13,Iowa State,/player/Will-Clyburn/Summary/22382=2012,/cbb/players/will-clyburn-1.html,,3.80,1.60,5.40,
/player/JerShon-Cobb/Summary/23210,International,2010,11,Northwestern,/player/JerShon-Cobb/Summary/23210=2010,/cbb/players/jershon-cobb-1.html,,0.60,-0.40,0.10,
/player/JerShon-Cobb/Summary/23210,International,2011,12,Northwestern,/player/JerShon-Cobb/Summary/23210=2011,/cbb/players/jershon-cobb-1.html,,-0.80,0.00,-0.80,
/player/JerShon-Cobb/Summary/23210,International,2013,14,Northwestern,/player/JerShon-Cobb/Summary/23210=2013,/cbb/players/jershon-cobb-1.html,,0.70,2.40,3.10,
/player/JerShon-Cobb/Summary/23210,International,2014,15,Northwestern,/player/JerShon-Cobb/Summary/23210=2014,/cbb/players/jershon-cobb-1.html,,1.40,-0.20,1.10,
/player/Mike-Cobbins/Summary/9371,International,2010,11,Oklahoma State,/player/Mike-Cobbins/Summary/9371=2010,/cbb/players/mike-cobbins-1.html,,-32.10,-1.70,-33.80,
/player/Mike-Cobbins/Summary/9371,International,2011,12,Oklahoma State,/player/Mike-Cobbins/Summary/9371=2011,/cbb/players/mike-cobbins-1.html,,-1.20,5.30,4.00,
/player/Mike-Cobbins/Summary/9371,International,2012,13,Oklahoma State,/player/Mike-Cobbins/Summary/9371=2012,/cbb/players/mike-cobbins-1.html,,0.40,5.20,5.50,
/player/Mike-Cobbins/Summary/9371,International,2013,14,Oklahoma State,/player/Mike-Cobbins/Summary/9371=2013,/cbb/players/mike-cobbins-1.html,,-1.20,6.40,5.10,
/player/Mike-Cobbins/Summary/9371,International,2014,15,Oklahoma State,/player/Mike-Cobbins/Summary/9371=2014,/cbb/players/mike-cobbins-1.html,,0.60,5.90,6.50,
/player/Andre-Coimbra/Summary/23919,International,2010,11,Central Michigan,/player/Andre-Coimbra/Summary/23919=2010,/cbb/players/andre-coimbra-1.html,,-3.90,2.60,-1.30,
/player/Andre-Coimbra/Summary/23919,International,2011,12,Central Michigan,/player/Andre-Coimbra/Summary/23919=2011,/cbb/players/andre-coimbra-1.html,,-2.70,0.90,-1.80,
/player/Shavon-Coleman/Summary/42355,International,2012,13,LSU,/player/Shavon-Coleman/Summary/42355=2012,/cbb/players/shavon-coleman-1.html,,0.80,2.30,3.10,
/player/Shavon-Coleman/Summary/42355,International,2013,14,LSU,/player/Shavon-Coleman/Summary/42355=2013,/cbb/players/shavon-coleman-1.html,,2.80,2.60,5.40,
/player/Dave-Coley/Summary/22648,International,2010,11,Stony Brook,/player/Dave-Coley/Summary/22648=2010,/cbb/players/dave-coley-1.html,,-7.30,0.10,-7.20,
/player/Dave-Coley/Summary/22648,International,2011,12,Stony Brook,/player/Dave-Coley/Summary/22648=2011,/cbb/players/dave-coley-1.html,,-2.50,-1.30,-3.80,
/player/Dave-Coley/Summary/22648,International,2012,13,Stony Brook,/player/Dave-Coley/Summary/22648=2012,/cbb/players/dave-coley-1.html,,-1.60,0.70,-0.90,
/player/Dave-Coley/Summary/22648,International,2013,14,Stony Brook,/player/Dave-Coley/Summary/22648=2013,/cbb/players/dave-coley-1.html,,-1.40,-1.00,-2.40,
/player/Cliff-Colimon/Summary/22692,International,2010,11,Eastern Washington,/player/Cliff-Colimon/Summary/22692=2010,/cbb/players/cliff-colimon-1.html,,0.30,-3.10,-2.80,
/player/Cliff-Colimon/Summary/22692,International,2011,12,Eastern Washington,/player/Cliff-Colimon/Summary/22692=2011,/cbb/players/cliff-colimon-1.html,,2.10,-1.40,0.70,
/player/Devon-Collier/Summary/9392,International,2010,11,Oregon State,/player/Devon-Collier/Summary/9392=2010,/cbb/players/devon-collier-1.html,,1.40,3.10,4.50,
/player/Devon-Collier/Summary/9392,International,2011,12,Oregon State,/player/Devon-Collier/Summary/9392=2011,/cbb/players/devon-collier-1.html,,5.50,1.90,7.50,
/player/Devon-Collier/Summary/9392,International,2012,13,Oregon State,/player/Devon-Collier/Summary/9392=2012,/cbb/players/devon-collier-1.html,,2.60,1.30,3.90,
/player/Devon-Collier/Summary/9392,International,2013,14,Oregon State,/player/Devon-Collier/Summary/9392=2013,/cbb/players/devon-collier-1.html,,4.10,1.50,5.50,
/player/Kyle-Collinsworth/Summary/22358,NBA,2010,11,Brigham Young,/player/Kyle-Collinsworth/Summary/22358=2010,/cbb/players/kyle-collinsworth-1.html,,0.70,4.60,5.30,
/player/Kyle-Collinsworth/Summary/22358,NBA,2013,14,Brigham Young,/player/Kyle-Collinsworth/Summary/22358=2013,/cbb/players/kyle-collinsworth-1.html,,3.40,3.80,7.30,
/player/Kyle-Collinsworth/Summary/22358,NBA,2014,15,Brigham Young,/player/Kyle-Collinsworth/Summary/22358=2014,/cbb/players/kyle-collinsworth-1.html,,5.10,4.60,9.60,
/player/Kyle-Collinsworth/Summary/22358,NBA,2015,16,Brigham Young,/player/Kyle-Collinsworth/Summary/22358=2015,/cbb/players/kyle-collinsworth-1.html,,3.30,5.00,8.30,
/player/Nick-Cook/Summary/22502,International,2010,11,Jacksonville State,/player/Nick-Cook/Summary/22502=2010,/cbb/players/nick-cook-1.html,,-6.10,1.20,-4.90,
/player/Nick-Cook/Summary/22502,International,2011,12,Jacksonville State,/player/Nick-Cook/Summary/22502=2011,/cbb/players/nick-cook-1.html,,-1.50,4.20,2.70,
/player/Nick-Cook/Summary/22502,International,2012,13,Jacksonville State,/player/Nick-Cook/Summary/22502=2012,/cbb/players/nick-cook-1.html,,-2.20,4.20,2.00,
/player/Nick-Cook/Summary/22502,International,2013,14,Jacksonville State,/player/Nick-Cook/Summary/22502=2013,/cbb/players/nick-cook-1.html,,-4.30,0.30,-4.00,
/player/Paul-Cooper/Summary/23320,International,2010,11,Texas Tech,/player/Paul-Cooper/Summary/23320=2010,/cbb/players/paul-cooper-1.html,,-3.00,-0.10,-3.10,
/player/Thomas-Cooper/Summary/23619,International,2010,11,North Carolina A&T,/player/Thomas-Cooper/Summary/23619=2010,/cbb/players/thomas-cooper-2.html,,-12.00,-11.40,-23.50,
/player/Dylon-Cormier/Summary/23892,International,2010,11,Loyola (MD),/player/Dylon-Cormier/Summary/23892=2010,/cbb/players/dylon-cormier-1.html,,0.50,-1.80,-1.30,
/player/Dylon-Cormier/Summary/23892,International,2011,12,Loyola (MD),/player/Dylon-Cormier/Summary/23892=2011,/cbb/players/dylon-cormier-1.html,,3.70,-0.90,2.80,
/player/Dylon-Cormier/Summary/23892,International,2012,13,Loyola (MD),/player/Dylon-Cormier/Summary/23892=2012,/cbb/players/dylon-cormier-1.html,,4.20,-0.10,4.00,
/player/Dylon-Cormier/Summary/23892,International,2013,14,Loyola (MD),/player/Dylon-Cormier/Summary/23892=2013,/cbb/players/dylon-cormier-1.html,,5.00,-1.60,3.40,
/player/Bryce-Cotton/Summary/22416,NBA,2010,11,Providence,/player/Bryce-Cotton/Summary/22416=2010,/cbb/players/bryce-cotton-1.html,,1.40,-0.10,1.30,
/player/Bryce-Cotton/Summary/22416,NBA,2011,12,Providence,/player/Bryce-Cotton/Summary/22416=2011,/cbb/players/bryce-cotton-1.html,,4.90,-2.10,2.80,
/player/Bryce-Cotton/Summary/22416,NBA,2012,13,Providence,/player/Bryce-Cotton/Summary/22416=2012,/cbb/players/bryce-cotton-1.html,,9.60,-0.50,9.20,
/player/Bryce-Cotton/Summary/22416,NBA,2013,14,Providence,/player/Bryce-Cotton/Summary/22416=2013,/cbb/players/bryce-cotton-1.html,,8.50,-1.40,7.10,
/player/Daniel-Coursey/Summary/22634,Summer/Preseason,2010,11,Mercer,/player/Daniel-Coursey/Summary/22634=2010,/cbb/players/daniel-coursey-1.html,,-9.90,-0.50,-10.50,
/player/Daniel-Coursey/Summary/22634,Summer/Preseason,2011,12,Mercer,/player/Daniel-Coursey/Summary/22634=2011,/cbb/players/daniel-coursey-1.html,,-0.20,5.90,5.70,
/player/Daniel-Coursey/Summary/22634,Summer/Preseason,2012,13,Mercer,/player/Daniel-Coursey/Summary/22634=2012,/cbb/players/daniel-coursey-1.html,,-3.80,2.10,-1.60,
/player/Daniel-Coursey/Summary/22634,Summer/Preseason,2013,14,Mercer,/player/Daniel-Coursey/Summary/22634=2013,/cbb/players/daniel-coursey-1.html,,-0.30,4.50,4.20,
/player/Anthony-Cousin/Summary/23493,International,2010,11,Illinois State,/player/Anthony-Cousin/Summary/23493=2010,/cbb/players/anthony-cousin-1.html,,-1.50,-2.10,-3.60,
/player/Anthony-Cousin/Summary/23493,International,2011,12,Illinois State,/player/Anthony-Cousin/Summary/23493=2011,/cbb/players/anthony-cousin-1.html,,-0.30,-0.10,-0.40,
/player/Anthony-Cousin/Summary/23493,International,2012,13,Illinois State,/player/Anthony-Cousin/Summary/23493=2012,/cbb/players/anthony-cousin-1.html,,-3.80,-0.50,-4.30,
/player/DJ-Covington/Summary/22732,International,2010,11,Virginia Military,/player/DJ-Covington/Summary/22732=2010,/cbb/players/dj-covington-1.html,,-1.50,0.20,-1.20,
/player/DJ-Covington/Summary/22732,International,2011,12,Virginia Military,/player/DJ-Covington/Summary/22732=2011,/cbb/players/dj-covington-1.html,,-2.50,-2.30,-4.80,
/player/DJ-Covington/Summary/22732,International,2012,13,Virginia Military,/player/DJ-Covington/Summary/22732=2012,/cbb/players/dj-covington-1.html,,-0.60,1.50,0.90,
/player/DJ-Covington/Summary/22732,International,2013,14,Virginia Military,/player/DJ-Covington/Summary/22732=2013,/cbb/players/dj-covington-1.html,,0.50,0.90,1.40,
/player/Demarco-Cox/Summary/9379,International,2010,11,Ole Miss,/player/Demarco-Cox/Summary/9379=2010,/cbb/players/demarco-cox-1.html,,-1.90,1.00,-0.90,
/player/Demarco-Cox/Summary/9379,International,2011,12,Ole Miss,/player/Demarco-Cox/Summary/9379=2011,/cbb/players/demarco-cox-1.html,,0.70,2.20,2.90,
/player/Demarco-Cox/Summary/9379,International,2012,13,Ole Miss,/player/Demarco-Cox/Summary/9379=2012,/cbb/players/demarco-cox-1.html,,-6.90,-0.30,-7.20,
/player/Demarco-Cox/Summary/9379,International,2013,14,Ole Miss,/player/Demarco-Cox/Summary/9379=2013,/cbb/players/demarco-cox-1.html,,-0.90,2.90,2.00,
/player/Demarco-Cox/Summary/9379,International,2014,15,Georgia Tech,/player/Demarco-Cox/Summary/9379=2014,/cbb/players/demarco-cox-1.html,,0.10,4.00,4.10,
/player/Allen-Crabbe/Summary/9300,NBA,2010,11,California,/player/Allen-Crabbe/Summary/9300=2010,/cbb/players/allen-crabbe-1.html,,4.70,2.20,6.80,
/player/Allen-Crabbe/Summary/9300,NBA,2011,12,California,/player/Allen-Crabbe/Summary/9300=2011,/cbb/players/allen-crabbe-1.html,,5.00,2.10,7.20,
