RealGM Summary Page,Highest Level Reached,Season,,School,,SR-1,SR-2,BPM,,,
/player/Nathaniel-Musters/Summary/44277,International,2012,13,Lafayette,/player/Nathaniel-Musters/Summary/44277=2012,/cbb/players/nathaniel-musters-1.html,,-3.50,0.90,-2.60,
/player/Nathaniel-Musters/Summary/44277,International,2013,14,Lafayette,/player/Nathaniel-Musters/Summary/44277=2013,/cbb/players/nathaniel-musters-1.html,,-3.50,2.00,-1.50,
/player/Nathaniel-Musters/Summary/44277,International,2014,15,Lafayette,/player/Nathaniel-Musters/Summary/44277=2014,/cbb/players/nathaniel-musters-1.html,,-2.50,0.00,-2.40,
/player/Nathaniel-Musters/Summary/44277,International,2015,16,Lafayette,/player/Nathaniel-Musters/Summary/44277=2015,/cbb/players/nathaniel-musters-1.html,,-6.60,-0.30,-6.90,
/player/Antoine-Myers/Summary/43474,International,2012,13,Troy,/player/Antoine-Myers/Summary/43474=2012,/cbb/players/antoine-myers-1.html,,-2.40,-0.90,-3.30,
/player/Antoine-Myers/Summary/43474,International,2013,14,Troy,/player/Antoine-Myers/Summary/43474=2013,/cbb/players/antoine-myers-1.html,,-0.20,-0.80,-0.90,
/player/Cameron-Naylor/Summary/45131,International,2012,13,North Florida,/player/Cameron-Naylor/Summary/45131=2012,/cbb/players/cameron-naylor-1.html,/cbb/players/cameron-naylor-2.html,-7.70,-1.80,-9.50,
/player/Cameron-Naylor/Summary/45131,International,2014,15,Texas State,/player/Cameron-Naylor/Summary/45131=2014,/cbb/players/cameron-naylor-1.html,/cbb/players/cameron-naylor-2.html,-6.20,-0.50,-6.70,
/player/Cameron-Naylor/Summary/45131,International,2015,16,Texas State,/player/Cameron-Naylor/Summary/45131=2015,/cbb/players/cameron-naylor-1.html,/cbb/players/cameron-naylor-2.html,-3.70,-0.60,-4.40,
/player/El-Hadji-Ndieguene/Summary/44844,International,2012,13,Coastal Carolina,/player/El-Hadji-Ndieguene/Summary/44844=2012,/cbb/players/el-hadji-ndieguene-1.html,,-3.50,-0.10,-3.60,
/player/El-Hadji-Ndieguene/Summary/44844,International,2013,14,Coastal Carolina,/player/El-Hadji-Ndieguene/Summary/44844=2013,/cbb/players/el-hadji-ndieguene-1.html,,-4.60,1.40,-3.20,
/player/William-Nelson/Summary/44167,International,2012,13,Texas A&M-CC,/player/William-Nelson/Summary/44167=2012,/cbb/players/william-nelson-1.html,,-2.10,-4.60,-6.70,
/player/Darien-Nelson-Henry/Summary/43237,International,2012,13,Pennsylvania ,/player/Darien-Nelson-Henry/Summary/43237=2012,/cbb/players/darien-nelson-henry-1.html,,-3.70,2.30,-1.40,
/player/Darien-Nelson-Henry/Summary/43237,International,2013,14,Pennsylvania ,/player/Darien-Nelson-Henry/Summary/43237=2013,/cbb/players/darien-nelson-henry-1.html,,-0.30,1.00,0.70,
/player/Darien-Nelson-Henry/Summary/43237,International,2014,15,Pennsylvania ,/player/Darien-Nelson-Henry/Summary/43237=2014,/cbb/players/darien-nelson-henry-1.html,,-2.80,0.10,-2.70,
/player/Darien-Nelson-Henry/Summary/43237,International,2015,16,Pennsylvania ,/player/Darien-Nelson-Henry/Summary/43237=2015,/cbb/players/darien-nelson-henry-1.html,,0.20,2.20,2.40,
/player/Georges-Niang/Summary/42429,NBA,2012,13,Iowa State,/player/Georges-Niang/Summary/42429=2012,/cbb/players/georges-niang-1.html,,5.50,0.90,6.50,
/player/Georges-Niang/Summary/42429,NBA,2013,14,Iowa State,/player/Georges-Niang/Summary/42429=2013,/cbb/players/georges-niang-1.html,,4.00,1.70,5.70,
/player/Georges-Niang/Summary/42429,NBA,2014,15,Iowa State,/player/Georges-Niang/Summary/42429=2014,/cbb/players/georges-niang-1.html,,3.90,1.70,5.60,
/player/Georges-Niang/Summary/42429,NBA,2015,16,Iowa State,/player/Georges-Niang/Summary/42429=2015,/cbb/players/georges-niang-1.html,,7.30,1.40,8.70,
/player/Thierno-Niang/Summary/28596,International,2012,13,Milwaukee,/player/Thierno-Niang/Summary/28596=2012,/cbb/players/thierno-niang-1.html,,-6.20,-0.50,-6.70,
/player/Thierno-Niang/Summary/28596,International,2013,14,Milwaukee,/player/Thierno-Niang/Summary/28596=2013,/cbb/players/thierno-niang-1.html,,-5.80,0.90,-4.90,
/player/Ugochukwu-Njoku/Summary/42890,Summer/Preseason,2012,13,Detroit-Mercy,/player/Ugochukwu-Njoku/Summary/42890=2012,/cbb/players/ugochukwu-njoku-1.html,,-2.60,5.10,2.50,
/player/Ugochukwu-Njoku/Summary/42890,Summer/Preseason,2013,14,Detroit-Mercy,/player/Ugochukwu-Njoku/Summary/42890=2013,/cbb/players/ugochukwu-njoku-1.html,,-3.20,5.40,2.20,
/player/Landry-Nnoko/Summary/27995,International,2012,13,Clemson,/player/Landry-Nnoko/Summary/27995=2012,/cbb/players/landry-nnoko-1.html,,-6.40,1.40,-4.90,
/player/Landry-Nnoko/Summary/27995,International,2013,14,Clemson,/player/Landry-Nnoko/Summary/27995=2013,/cbb/players/landry-nnoko-1.html,,0.00,6.60,6.60,
/player/Landry-Nnoko/Summary/27995,International,2014,15,Clemson,/player/Landry-Nnoko/Summary/27995=2014,/cbb/players/landry-nnoko-1.html,,-0.60,5.90,5.30,
/player/Landry-Nnoko/Summary/27995,International,2015,16,Clemson,/player/Landry-Nnoko/Summary/27995=2015,/cbb/players/landry-nnoko-1.html,,-0.10,6.80,6.70,
/player/Nerlens-Noel/Summary/24303,NBA,2012,13,Kentucky,/player/Nerlens-Noel/Summary/24303=2012,/cbb/players/nerlens-noel-1.html,,2.90,11.70,14.60,
/player/Phil-Nolan/Summary/36261,International,2012,13,Connecticut,/player/Phil-Nolan/Summary/36261=2012,/cbb/players/phillip-nolan-1.html,,-2.50,3.20,0.70,
/player/Phil-Nolan/Summary/36261,International,2013,14,Connecticut,/player/Phil-Nolan/Summary/36261=2013,/cbb/players/phillip-nolan-1.html,,-0.40,3.00,2.60,
/player/Phil-Nolan/Summary/36261,International,2014,15,Connecticut,/player/Phil-Nolan/Summary/36261=2014,/cbb/players/phillip-nolan-1.html,,-3.00,2.60,-0.40,
/player/Phil-Nolan/Summary/36261,International,2015,16,Connecticut,/player/Phil-Nolan/Summary/36261=2015,/cbb/players/phillip-nolan-1.html,,-1.30,3.30,2.00,
/player/Ethan-ODay/Summary/43209,International,2012,13,Vermont,/player/Ethan-ODay/Summary/43209=2012,/cbb/players/ethan-oday-1.html,,-1.50,3.10,1.60,
/player/Ethan-ODay/Summary/43209,International,2013,14,Vermont,/player/Ethan-ODay/Summary/43209=2013,/cbb/players/ethan-oday-1.html,,-0.90,4.70,3.70,
/player/Ethan-ODay/Summary/43209,International,2014,15,Vermont,/player/Ethan-ODay/Summary/43209=2014,/cbb/players/ethan-oday-1.html,,0.70,4.00,4.80,
/player/Ethan-ODay/Summary/43209,International,2015,16,Vermont,/player/Ethan-ODay/Summary/43209=2015,/cbb/players/ethan-oday-1.html,,-1.00,2.90,1.90,
/player/Matt-OLeary/Summary/42906,International,2012,13,Loyola (IL),/player/Matt-OLeary/Summary/42906=2012,/cbb/players/matt-oleary-1.html,,-1.00,0.80,-0.30,
/player/Matt-OLeary/Summary/42906,International,2013,14,Loyola (IL),/player/Matt-OLeary/Summary/42906=2013,/cbb/players/matt-oleary-1.html,,-3.00,1.20,-1.80,
/player/Matt-OLeary/Summary/42906,International,2015,16,IUPUI,/player/Matt-OLeary/Summary/42906=2015,/cbb/players/matt-oleary-1.html,,0.90,1.30,2.30,
/player/Matt-OLeary/Summary/42906,International,2016,17,IUPUI,/player/Matt-OLeary/Summary/42906=2016,/cbb/players/matt-oleary-1.html,,3.70,-0.10,3.60,
/player/Chris-Obekpa/Summary/24654,International,2012,13,St. John's,/player/Chris-Obekpa/Summary/24654=2012,/cbb/players/chris-obekpa-1.html,,-2.40,11.90,9.50,
/player/Chris-Obekpa/Summary/24654,International,2013,14,St. John's,/player/Chris-Obekpa/Summary/24654=2013,/cbb/players/chris-obekpa-1.html,,-1.00,11.20,10.20,
/player/Chris-Obekpa/Summary/24654,International,2014,15,St. John's,/player/Chris-Obekpa/Summary/24654=2014,/cbb/players/chris-obekpa-1.html,,-1.50,8.70,7.20,
/player/Daniel-Ochefu/Summary/24260,NBA,2012,13,Villanova,/player/Daniel-Ochefu/Summary/24260=2012,/cbb/players/daniel-ochefu-1.html,,-1.40,5.70,4.30,
/player/Daniel-Ochefu/Summary/24260,NBA,2013,14,Villanova,/player/Daniel-Ochefu/Summary/24260=2013,/cbb/players/daniel-ochefu-1.html,,-0.30,9.00,8.70,
/player/Daniel-Ochefu/Summary/24260,NBA,2014,15,Villanova,/player/Daniel-Ochefu/Summary/24260=2014,/cbb/players/daniel-ochefu-1.html,,4.30,8.30,12.60,
/player/Daniel-Ochefu/Summary/24260,NBA,2015,16,Villanova,/player/Daniel-Ochefu/Summary/24260=2015,/cbb/players/daniel-ochefu-1.html,,4.70,9.10,13.80,
/player/Michael-Ochereobia/Summary/43169,International,2012,13,Western Illinois,/player/Michael-Ochereobia/Summary/43169=2012,/cbb/players/michael-ochereobia-1.html,,-6.20,-0.70,-6.90,
/player/Michael-Ochereobia/Summary/43169,International,2013,14,Western Illinois,/player/Michael-Ochereobia/Summary/43169=2013,/cbb/players/michael-ochereobia-1.html,,-3.00,3.00,0.10,
/player/Jonathan-Octeus/Summary/42624,Summer/Preseason,2012,13,Colorado State,/player/Jonathan-Octeus/Summary/42624=2012,/cbb/players/jonathan-octeus-1.html,,0.10,1.30,1.50,
/player/Jonathan-Octeus/Summary/42624,Summer/Preseason,2013,14,Colorado State,/player/Jonathan-Octeus/Summary/42624=2013,/cbb/players/jonathan-octeus-1.html,,1.90,-1.00,0.90,
/player/Jonathan-Octeus/Summary/42624,Summer/Preseason,2014,15,Purdue,/player/Jonathan-Octeus/Summary/42624=2014,/cbb/players/jonathan-octeus-1.html,,4.50,3.30,7.80,
/player/Michael-Ojo/Summary/42297,International,2012,13,Florida State,/player/Michael-Ojo/Summary/42297=2012,/cbb/players/michael-ojo-2.html,,-6.90,2.60,-4.20,
/player/Michael-Ojo/Summary/42297,International,2013,14,Florida State,/player/Michael-Ojo/Summary/42297=2013,/cbb/players/michael-ojo-2.html,,-2.20,4.20,2.00,
/player/Michael-Ojo/Summary/42297,International,2014,15,Florida State,/player/Michael-Ojo/Summary/42297=2014,/cbb/players/michael-ojo-2.html,,-4.60,3.30,-1.30,
/player/Michael-Ojo/Summary/42297,International,2016,17,Florida State,/player/Michael-Ojo/Summary/42297=2016,/cbb/players/michael-ojo-2.html,,2.90,4.40,7.30,
/player/Alexandru-Olah/Summary/42277,International,2012,13,Northwestern,/player/Alexandru-Olah/Summary/42277=2012,/cbb/players/alex-olah-1.html,,-2.50,3.50,1.00,
/player/Alexandru-Olah/Summary/42277,International,2013,14,Northwestern,/player/Alexandru-Olah/Summary/42277=2013,/cbb/players/alex-olah-1.html,,-1.40,5.20,3.70,
/player/Alexandru-Olah/Summary/42277,International,2014,15,Northwestern,/player/Alexandru-Olah/Summary/42277=2014,/cbb/players/alex-olah-1.html,,1.70,4.90,6.60,
/player/Alexandru-Olah/Summary/42277,International,2015,16,Northwestern,/player/Alexandru-Olah/Summary/42277=2015,/cbb/players/alex-olah-1.html,,1.80,4.20,6.00,
/player/Michael-Orris/Summary/42420,D-League,2012,13,Kansas State,/player/Michael-Orris/Summary/42420=2012,/cbb/players/michael-orris-1.html,,-5.80,0.10,-5.70,
/player/Michael-Orris/Summary/42420,D-League,2014,15,Northern Illinois,/player/Michael-Orris/Summary/42420=2014,/cbb/players/michael-orris-1.html,,-3.20,-0.20,-3.40,
/player/Michael-Orris/Summary/42420,D-League,2015,16,Northern Illinois,/player/Michael-Orris/Summary/42420=2015,/cbb/players/michael-orris-1.html,,-6.00,-0.30,-6.20,
/player/Michael-Orris/Summary/42420,D-League,2016,17,South Dakota State,/player/Michael-Orris/Summary/42420=2016,/cbb/players/michael-orris-1.html,,-1.80,-3.00,-4.80,
/player/Christopher-Ortiz/Summary/26330,International,2012,13,Kent State,/player/Christopher-Ortiz/Summary/26330=2012,/cbb/players/chris-ortiz-1.html,,-3.40,-1.90,-5.30,
/player/Christopher-Ortiz/Summary/26330,International,2013,14,Kent State,/player/Christopher-Ortiz/Summary/26330=2013,/cbb/players/chris-ortiz-1.html,,-3.70,1.10,-2.60,
/player/Christopher-Ortiz/Summary/26330,International,2014,15,Kent State,/player/Christopher-Ortiz/Summary/26330=2014,/cbb/players/chris-ortiz-1.html,,-1.70,0.50,-1.20,
/player/Christopher-Ortiz/Summary/26330,International,2015,16,Kent State,/player/Christopher-Ortiz/Summary/26330=2015,/cbb/players/chris-ortiz-1.html,,-1.40,-0.10,-1.50,
/player/Kemy-Osse/Summary/26301,International,2012,13,Little Rock,/player/Kemy-Osse/Summary/26301=2012,/cbb/players/kemy-osse-1.html,,-0.40,-1.00,-1.40,
/player/Kemy-Osse/Summary/26301,International,2013,14,Little Rock,/player/Kemy-Osse/Summary/26301=2013,/cbb/players/kemy-osse-1.html,,-2.80,-2.00,-4.90,
/player/Kemy-Osse/Summary/26301,International,2015,16,Little Rock,/player/Kemy-Osse/Summary/26301=2015,/cbb/players/kemy-osse-1.html,,1.20,2.40,3.50,
/player/Kemy-Osse/Summary/26301,International,2016,17,Little Rock,/player/Kemy-Osse/Summary/26301=2016,/cbb/players/kemy-osse-1.html,,1.00,-2.00,-0.90,
/player/Marcus-Paige/Summary/24262,NBA,2012,13,North Carolina,/player/Marcus-Paige/Summary/24262=2012,/cbb/players/marcus-paige-1.html,,1.20,2.00,3.20,
/player/Marcus-Paige/Summary/24262,NBA,2013,14,North Carolina,/player/Marcus-Paige/Summary/24262=2013,/cbb/players/marcus-paige-1.html,,7.60,1.40,9.00,
/player/Marcus-Paige/Summary/24262,NBA,2014,15,North Carolina,/player/Marcus-Paige/Summary/24262=2014,/cbb/players/marcus-paige-1.html,,7.90,2.50,10.30,
/player/Marcus-Paige/Summary/24262,NBA,2015,16,North Carolina,/player/Marcus-Paige/Summary/24262=2015,/cbb/players/marcus-paige-1.html,,6.40,2.30,8.60,
/player/Darryl-Palmer/Summary/44467,International,2012,13,South Carolina State,/player/Darryl-Palmer/Summary/44467=2012,/cbb/players/darryl-palmer-1.html,,-2.00,-1.00,-3.10,
/player/Darryl-Palmer/Summary/44467,International,2013,14,South Carolina State,/player/Darryl-Palmer/Summary/44467=2013,/cbb/players/darryl-palmer-1.html,,-5.00,2.10,-2.90,
/player/Darryl-Palmer/Summary/44467,International,2014,15,South Carolina State,/player/Darryl-Palmer/Summary/44467=2014,/cbb/players/darryl-palmer-1.html,,-4.80,3.60,-1.20,
/player/Darryl-Palmer/Summary/44467,International,2015,16,South Carolina State,/player/Darryl-Palmer/Summary/44467=2015,/cbb/players/darryl-palmer-1.html,,-2.30,2.10,-0.20,
/player/Ioannis-Papapetrou/Summary/27663,International,2012,13,Texas,/player/Ioannis-Papapetrou/Summary/27663=2012,/cbb/players/ioannis-papapetrou-1.html,,1.80,3.10,4.90,
/player/Spencer-Parker/Summary/42933,International,2012,13,Bowling Green,/player/Spencer-Parker/Summary/42933=2012,/cbb/players/spencer-parker-1.html,,-4.40,1.30,-3.10,
/player/Spencer-Parker/Summary/42933,International,2013,14,Bowling Green,/player/Spencer-Parker/Summary/42933=2013,/cbb/players/spencer-parker-1.html,,-2.90,-0.30,-3.10,
/player/Spencer-Parker/Summary/42933,International,2014,15,Bowling Green,/player/Spencer-Parker/Summary/42933=2014,/cbb/players/spencer-parker-1.html,,-1.00,0.10,-0.90,
/player/Spencer-Parker/Summary/42933,International,2015,16,Bowling Green,/player/Spencer-Parker/Summary/42933=2015,/cbb/players/spencer-parker-1.html,,0.50,-0.90,-0.40,
/player/Tony-Parker/Summary/24254,International,2012,13,UCLA,/player/Tony-Parker/Summary/24254=2012,/cbb/players/tony-parker-1.html,,-2.10,-0.60,-2.70,
/player/Tony-Parker/Summary/24254,International,2013,14,UCLA,/player/Tony-Parker/Summary/24254=2013,/cbb/players/tony-parker-1.html,,0.00,0.80,0.80,
/player/Tony-Parker/Summary/24254,International,2014,15,UCLA,/player/Tony-Parker/Summary/24254=2014,/cbb/players/tony-parker-1.html,,1.20,1.00,2.20,
/player/Tony-Parker/Summary/24254,International,2015,16,UCLA,/player/Tony-Parker/Summary/24254=2015,/cbb/players/tony-parker-1.html,,1.30,1.80,3.10,
/player/Timajh-Parker-Rivera/Summary/44735,International,2012,13,Towson,/player/Timajh-Parker-Rivera/Summary/44735=2012,/cbb/players/timajh-parker-rivera-1.html,,-2.50,0.10,-2.40,
/player/Timajh-Parker-Rivera/Summary/44735,International,2013,14,Towson,/player/Timajh-Parker-Rivera/Summary/44735=2013,/cbb/players/timajh-parker-rivera-1.html,,0.90,1.20,2.10,
/player/Timajh-Parker-Rivera/Summary/44735,International,2014,15,Towson,/player/Timajh-Parker-Rivera/Summary/44735=2014,/cbb/players/timajh-parker-rivera-1.html,,-1.60,1.90,0.30,
/player/Timajh-Parker-Rivera/Summary/44735,International,2015,16,Towson,/player/Timajh-Parker-Rivera/Summary/44735=2015,/cbb/players/timajh-parker-rivera-1.html,,0.50,4.00,4.50,
/player/Chris-Patton/Summary/44786,International,2012,13,UC Riverside,/player/Chris-Patton/Summary/44786=2012,/cbb/players/chris-patton--1.html,,-0.80,-0.70,-1.40,
/player/Chris-Patton/Summary/44786,International,2013,14,UC Riverside,/player/Chris-Patton/Summary/44786=2013,/cbb/players/chris-patton--1.html,,-0.90,-0.90,-1.80,
/player/Ozren-Pavlovic/Summary/44761,International,2012,13,Hawaii,/player/Ozren-Pavlovic/Summary/44761=2012,/cbb/players/ozren-pavlovic-1.html,,-4.70,-2.30,-7.10,
/player/Brandon-Peel/Summary/44326,International,2012,13,Central Connecticut State,/player/Brandon-Peel/Summary/44326=2012,/cbb/players/brandon-peel-1.html,,-2.50,-0.60,-3.10,
/player/Brandon-Peel/Summary/44326,International,2013,14,Central Connecticut State,/player/Brandon-Peel/Summary/44326=2013,/cbb/players/brandon-peel-1.html,,-1.90,3.00,1.20,
/player/Brandon-Peel/Summary/44326,International,2014,15,Central Connecticut State,/player/Brandon-Peel/Summary/44326=2014,/cbb/players/brandon-peel-1.html,,-3.80,0.80,-3.00,
/player/Brandon-Peel/Summary/44326,International,2015,16,Central Connecticut State,/player/Brandon-Peel/Summary/44326=2015,/cbb/players/brandon-peel-1.html,,-1.90,-0.10,-2.00,
/player/Anthony-Perez-Cortesia/Summary/42361,International,2012,13,Ole Miss,/player/Anthony-Perez-Cortesia/Summary/42361=2012,/cbb/players/anthony-perez-1.html,,-1.10,1.80,0.80,
/player/Anthony-Perez-Cortesia/Summary/42361,International,2013,14,Ole Miss,/player/Anthony-Perez-Cortesia/Summary/42361=2013,/cbb/players/anthony-perez-1.html,,0.10,1.70,1.80,
/player/Anthony-Perez-Cortesia/Summary/42361,International,2014,15,Ole Miss,/player/Anthony-Perez-Cortesia/Summary/42361=2014,/cbb/players/anthony-perez-1.html,,0.00,0.50,0.50,
/player/Anthony-Perez-Cortesia/Summary/42361,International,2015,16,Ole Miss,/player/Anthony-Perez-Cortesia/Summary/42361=2015,/cbb/players/anthony-perez-1.html,,1.40,1.00,2.40,
/player/Dyshawn-Pierre/Summary/24724,International,2012,13,Dayton,/player/Dyshawn-Pierre/Summary/24724=2012,/cbb/players/dyshawn-pierre-1.html,,4.70,1.30,6.00,
/player/Dyshawn-Pierre/Summary/24724,International,2013,14,Dayton,/player/Dyshawn-Pierre/Summary/24724=2013,/cbb/players/dyshawn-pierre-1.html,,4.30,1.60,5.90,
/player/Dyshawn-Pierre/Summary/24724,International,2014,15,Dayton,/player/Dyshawn-Pierre/Summary/24724=2014,/cbb/players/dyshawn-pierre-1.html,,2.90,3.10,6.00,
/player/Dyshawn-Pierre/Summary/24724,International,2015,16,Dayton,/player/Dyshawn-Pierre/Summary/24724=2015,/cbb/players/dyshawn-pierre-1.html,,3.30,2.60,6.00,
/player/Elijah-Pittman/Summary/42531,International,2012,13,Marshall,/player/Elijah-Pittman/Summary/42531=2012,/cbb/players/elijah-pittman-1.html,,4.60,-1.80,2.80,
/player/Elijah-Pittman/Summary/42531,International,2013,14,Marshall,/player/Elijah-Pittman/Summary/42531=2013,/cbb/players/elijah-pittman-1.html,,5.30,-4.70,0.70,
/player/Tanner-Plomb/Summary/45319,Summer/Preseason,2012,13,Army,/player/Tanner-Plomb/Summary/45319=2012,/cbb/players/tanner-plomb-1.html,,-3.30,0.90,-2.50,
/player/Tanner-Plomb/Summary/45319,Summer/Preseason,2013,14,Army,/player/Tanner-Plomb/Summary/45319=2013,/cbb/players/tanner-plomb-1.html,,2.20,-3.10,-0.90,
/player/Tanner-Plomb/Summary/45319,Summer/Preseason,2014,15,Army,/player/Tanner-Plomb/Summary/45319=2014,/cbb/players/tanner-plomb-1.html,,0.70,-2.60,-1.90,
/player/Tanner-Plomb/Summary/45319,Summer/Preseason,2015,16,Army,/player/Tanner-Plomb/Summary/45319=2015,/cbb/players/tanner-plomb-1.html,,1.80,-2.50,-0.60,
/player/Devonta-Pollard/Summary/24667,International,2012,13,Alabama,/player/Devonta-Pollard/Summary/24667=2012,/cbb/players/devonta-pollard-1.html,,-3.00,4.50,1.50,
/player/Devonta-Pollard/Summary/24667,International,2014,15,Houston,/player/Devonta-Pollard/Summary/24667=2014,/cbb/players/devonta-pollard-1.html,,-1.30,0.90,-0.40,
/player/Devonta-Pollard/Summary/24667,International,2015,16,Houston,/player/Devonta-Pollard/Summary/24667=2015,/cbb/players/devonta-pollard-1.html,,2.20,1.20,3.40,
/player/Marcus-Posley/Summary/42929,International,2012,13,Ball State,/player/Marcus-Posley/Summary/42929=2012,/cbb/players/marcus-posley-1.html,,-1.90,-3.40,-5.30,
/player/Marcus-Posley/Summary/42929,International,2014,15,St. Bonaventure,/player/Marcus-Posley/Summary/42929=2014,/cbb/players/marcus-posley-1.html,,2.90,-1.80,1.00,
/player/Marcus-Posley/Summary/42929,International,2015,16,St. Bonaventure,/player/Marcus-Posley/Summary/42929=2015,/cbb/players/marcus-posley-1.html,,4.70,-1.40,3.30,
/player/Chad-Posthumus/Summary/43124,International,2012,13,Morehead State,/player/Chad-Posthumus/Summary/43124=2012,/cbb/players/chad-posthumus-1.html,,-0.90,1.40,0.50,
/player/Chad-Posthumus/Summary/43124,International,2013,14,Morehead State,/player/Chad-Posthumus/Summary/43124=2013,/cbb/players/chad-posthumus-1.html,,-3.40,-1.20,-4.50,
/player/Dylan-Poston/Summary/45136,International,2012,13,Mercer,/player/Dylan-Poston/Summary/45136=2012,/cbb/players/dylan-poston-1.html,,-5.30,-5.30,-10.60,
/player/Dylan-Poston/Summary/45136,International,2014,15,Gardner-Webb,/player/Dylan-Poston/Summary/45136=2014,/cbb/players/dylan-poston-1.html,,1.40,-3.90,-2.50,
/player/Dylan-Poston/Summary/45136,International,2015,16,Gardner-Webb,/player/Dylan-Poston/Summary/45136=2015,/cbb/players/dylan-poston-1.html,,-1.00,-2.00,-3.00,
/player/Deron-Powers/Summary/44440,International,2012,13,Hampton,/player/Deron-Powers/Summary/44440=2012,/cbb/players/deron-powers-1.html,,-1.20,-1.60,-2.80,
/player/Deron-Powers/Summary/44440,International,2013,14,Hampton,/player/Deron-Powers/Summary/44440=2013,/cbb/players/deron-powers-1.html,,-1.00,-1.60,-2.50,
/player/Deron-Powers/Summary/44440,International,2014,15,Hampton,/player/Deron-Powers/Summary/44440=2014,/cbb/players/deron-powers-1.html,,1.10,-1.40,-0.30,
/player/Deron-Powers/Summary/44440,International,2016,17,Hofstra,/player/Deron-Powers/Summary/44440=2016,/cbb/players/deron-powers-1.html,,1.70,-3.60,-1.90,
/player/Alex-Poythress/Summary/24266,NBA,2012,13,Kentucky,/player/Alex-Poythress/Summary/24266=2012,/cbb/players/alex-poythress-1.html,,2.90,-0.20,2.70,
/player/Alex-Poythress/Summary/24266,NBA,2013,14,Kentucky,/player/Alex-Poythress/Summary/24266=2013,/cbb/players/alex-poythress-1.html,,2.50,2.90,5.40,
/player/Alex-Poythress/Summary/24266,NBA,2014,15,Kentucky,/player/Alex-Poythress/Summary/24266=2014,/cbb/players/alex-poythress-1.html,,-0.60,7.10,6.60,
/player/Alex-Poythress/Summary/24266,NBA,2015,16,Kentucky,/player/Alex-Poythress/Summary/24266=2015,/cbb/players/alex-poythress-1.html,,4.00,2.20,6.20,
/player/Bryce-Pressley/Summary/42748,International,2012,13,Portland,/player/Bryce-Pressley/Summary/42748=2012,/cbb/players/bryce-pressley-1.html,,-1.80,1.60,-0.30,
/player/Bryce-Pressley/Summary/42748,International,2013,14,Portland,/player/Bryce-Pressley/Summary/42748=2013,/cbb/players/bryce-pressley-1.html,,2.70,1.10,3.80,
/player/Bryce-Pressley/Summary/42748,International,2014,15,Portland,/player/Bryce-Pressley/Summary/42748=2014,/cbb/players/bryce-pressley-1.html,,3.00,0.20,3.20,
/player/Bryce-Pressley/Summary/42748,International,2015,16,Portland,/player/Bryce-Pressley/Summary/42748=2015,/cbb/players/bryce-pressley-1.html,,4.90,-0.20,4.60,
/player/Jordan-Price/Summary/9289,International,2012,13,Auburn,/player/Jordan-Price/Summary/9289=2012,/cbb/players/jordan-price-1.html,,1.60,-1.60,0.10,
/player/Jordan-Price/Summary/9289,International,2014,15,La Salle,/player/Jordan-Price/Summary/9289=2014,/cbb/players/jordan-price-1.html,,2.20,-0.50,1.80,
/player/Jordan-Price/Summary/9289,International,2015,16,La Salle,/player/Jordan-Price/Summary/9289=2015,/cbb/players/jordan-price-1.html,,1.40,-1.70,-0.40,
/player/Jordan-Price/Summary/9289,International,2016,17,La Salle,/player/Jordan-Price/Summary/9289=2016,/cbb/players/jordan-price-1.html,,2.80,-1.70,1.10,
/player/Carson-Puriefoy/Summary/43202,International,2012,13,Stony Brook,/player/Carson-Puriefoy/Summary/43202=2012,/cbb/players/carson-puriefoy-1.html,,-1.40,0.00,-1.40,
/player/Carson-Puriefoy/Summary/43202,International,2013,14,Stony Brook,/player/Carson-Puriefoy/Summary/43202=2013,/cbb/players/carson-puriefoy-1.html,,1.50,-1.20,0.30,
/player/Carson-Puriefoy/Summary/43202,International,2014,15,Stony Brook,/player/Carson-Puriefoy/Summary/43202=2014,/cbb/players/carson-puriefoy-1.html,,1.20,-0.80,0.40,
/player/Carson-Puriefoy/Summary/43202,International,2015,16,Stony Brook,/player/Carson-Puriefoy/Summary/43202=2015,/cbb/players/carson-puriefoy-1.html,,1.10,0.00,1.10,
/player/Rodney-Purvis/Summary/24250,NBA,2012,13,NC State,/player/Rodney-Purvis/Summary/24250=2012,/cbb/players/rodney-purvis-1.html,,1.30,-0.80,0.50,
/player/Rodney-Purvis/Summary/24250,NBA,2014,15,Connecticut,/player/Rodney-Purvis/Summary/24250=2014,/cbb/players/rodney-purvis-1.html,,0.80,-0.80,0.00,
/player/Rodney-Purvis/Summary/24250,NBA,2015,16,Connecticut,/player/Rodney-Purvis/Summary/24250=2015,/cbb/players/rodney-purvis-1.html,,3.70,1.20,4.90,
/player/Rodney-Purvis/Summary/24250,NBA,2016,17,Connecticut,/player/Rodney-Purvis/Summary/24250=2016,/cbb/players/rodney-purvis-1.html,,2.10,1.10,3.20,
/player/Michael-Qualls/Summary/42338,International,2012,13,Arkansas,/player/Michael-Qualls/Summary/42338=2012,/cbb/players/michael-qualls-1.html,,-1.20,3.60,2.40,
/player/Michael-Qualls/Summary/42338,International,2013,14,Arkansas,/player/Michael-Qualls/Summary/42338=2013,/cbb/players/michael-qualls-1.html,,3.70,1.90,5.70,
/player/Michael-Qualls/Summary/42338,International,2014,15,Arkansas,/player/Michael-Qualls/Summary/42338=2014,/cbb/players/michael-qualls-1.html,,5.50,0.60,6.20,
