name,year,playerid,height_no_shoes,height_shoes,weight,wingspan,st_reach,body_fat,hand_len,hand_width,no_step_vert,no_step_vert_reach,max_vert,max_vert_reach,bench,agility,sprint
Devan Downey,2010,/player/Devan-Downey/Summary/2529,68.5,NA,171,72.5,90.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Devante Carter,2015,/player/Devante-Carter/Summary/105354,73,NA,195,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Devearl Ramsey,2012,/player/Devearl-Ramsey/Summary/52038,68,69,165,71,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Devearl Ramsey,2013,/player/Devearl-Ramsey/Summary/52038,68,69,174,71,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Devearl Ramsey,2014,/player/Devearl-Ramsey/Summary/52038,69.5,71.5,177,73,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Devearl Ramsey,2015,/player/Devearl-Ramsey/Summary/52038,NA,71.5,172,71.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Deville Smith,2010,/player/Deville-Smith/Summary/28801,NA,72,180,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Deville Smith,2011,/player/Deville-Smith/Summary/28801,NA,72,190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Devin Booker,2012,/player/Devin-Booker/Summary/41438,NA,77,186,78.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Devin Booker,2012,/player/Devin-Booker/Summary/41438,NA,77,186,78.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Devin Booker,2013,/player/Devin-Booker/Summary/41438,NA,78,194,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Devin Booker,2013,/player/Devin-Booker/Summary/41438,NA,78,194,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Devin Booker,2013,/player/Devin-Booker/Summary/41438,79.5,NA,242,84.5,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Devin Booker,2014,/player/Devin-Booker/Summary/41438,77.25,78.25,206,78.25,100,10.3,8.5,9,31,131,35.5,135.5,20,10.31,3.23
Devin Booker,2015,/player/Devin-Booker/Summary/41438,76.5,77.75,206,80.25,102.5,8.3,8.75,9,27.5,130,34.5,137,NA,10.22,3.28
Devin Booker,2015,/player/Devin-Booker/Summary/41438,76.5,77.75,205.8,80.25,102.5,8.3,8.75,9,NA,NA,NA,NA,NA,NA,NA
Devin Ebanks,2009,/player/Devin-Ebanks/Summary/2302,NA,79,204,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Devin Ebanks,2009,/player/Devin-Ebanks/Summary/2302,NA,79,204,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Devin Ebanks,2010,/player/Devin-Ebanks/Summary/2302,79,80.25,208,84.25,107.5,7.9,8.25,9,23.5,131,32,139.5,6,11.69,3.44
Devin Harris,2004,/player/Devin-Harris/Summary/276,73.75,75,170,79.5,98.5,NA,NA,NA,30.5,129,37,135.5,5,11.03,3.19
Devin Newton,2015,/player/Devin-Newton/Summary/88834,72,NA,155,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Devin Robinson,2012,/player/Devin-Robinson/Summary/52053,77.5,NA,162,83,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Devin Robinson,2013,/player/Devin-Robinson/Summary/52053,NA,80,169,83.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Devin Robinson,2013,/player/Devin-Robinson/Summary/52053,NA,80,169,83.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Devin Robinson,2014,/player/Devin-Robinson/Summary/52053,NA,80.5,175,83.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Devin Robinson,2017,/player/Devin-Robinson/Summary/52053,79,80.25,189.6,84.75,106,3.2,9.25,10.25,NA,NA,NA,NA,NA,NA,NA
Devin Robinson,2015,/player/Devin-Robinson/Summary/52053,78.75,NA,187,84.5,104.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Devin Williams,2012,/player/Devin-Williams/Summary/41436,NA,80.5,235,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Devin Williams,2012,/player/Devin-Williams/Summary/41436,NA,80.5,235,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Devoe Joseph,2012,/player/Devoe-Joseph/Summary/2419,74.5,NA,175,78.5,NA,NA,NA,NA,27.3,NA,NA,NA,NA,11.41,3.2
Devon Collier,2014,/player/Devon-Collier/Summary/9392,79,79.5,233,84.25,107,11.3,9,9.25,25.5,132.5,28.5,135.5,8,11.82,3.28
Devon Daniels,2015,/player/Devon-Daniels/Summary/107354,74.5,NA,196,79,100,NA,NA,NA,26,126,33.5,133.5,NA,11.19,3.27
DeVon Hardin,2008,/player/DeVon-Hardin/Summary/817,81.5,82.75,235,87,109.5,5.8,NA,NA,29.5,139,32,141.5,20,11.49,3.33
Devon Saddler,2014,/player/Devon-Saddler/Summary/23638,71.5,NA,213,79,98,NA,NA,NA,28.5,126.5,NA,NA,NA,11.14,3.3
Devontae Shuler,2015,/player/Devontae-Shuler/Summary/88884,72,NA,177,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Devonta Pollard,2011,/player/Devonta-Pollard/Summary/24667,NA,80,192,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Devonte' Graham,2016,/player/Devonte-Graham/Summary/41320,72.5,NA,195.4,77.5,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Devonte Green,2013,/player/Devonte-Green/Summary/85877,73,NA,165,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Devonte Green,2014,/player/Devonte-Green/Summary/85877,73,NA,180,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Devon Van Oostrum,2012,/player/Devon-Van-Oostrum/Summary/28458,73.5,74.5,173,75.5,95,NA,NA,NA,30.5,125.5,34.5,129.5,NA,11.51,3.32
Devyn Marble,2014,/player/Devyn-Marble/Summary/22342,77,78.5,192,81,102,6.9,8.25,8.5,29,131,35,137,NA,11.32,3.28
Dewan Huell,2014,/player/Dewan-Huell/Summary/74082,81,NA,214,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dewan Huell,2014,/player/Dewan-Huell/Summary/74082,NA,82.5,212,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dewan Huell,2015,/player/Dewan-Huell/Summary/74082,81,NA,213,84.5,109.5,NA,NA,NA,26.5,136,34,143.5,NA,NA,3.41
Dewan Huell,2015,/player/Dewan-Huell/Summary/74082,80.75,NA,214,85,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dewayne Dedmon,2013,/player/Dewayne-Dedmon/Summary/28991,82,83.5,239,88,109,8.4,9,11,28,137,32.5,141.5,8,12.75,3.4
Dewayne Dedmon,2013,/player/Dewayne-Dedmon/Summary/28991,82,83.5,239,88,109,8.4,9,11,28,137,32.5,141.5,8,12.75,3.42
Dexter Pittman,2010,/player/Dexter-Pittman/Summary/4141,81.5,83.5,303,90,111,20.8,10.25,10.5,NA,NA,NA,NA,NA,NA,NA
Deyonta Davis,2014,/player/Deyonta-Davis/Summary/73162,NA,81.5,212,85.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Deyonta Davis,2014,/player/Deyonta-Davis/Summary/73162,NA,81.5,212,85.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Deyonta Davis,2016,/player/Deyonta-Davis/Summary/73162,81.25,82.5,237.2,86.5,108.5,9.7,9,9.25,NA,NA,NA,NA,NA,NA,NA
Dez Wells,2010,/player/Dez-Wells/Summary/24182,76,NA,218,82,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dez Wells,2010,/player/Dez-Wells/Summary/24182,NA,76.5,217,80.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dez Wells,2010,/player/Dez-Wells/Summary/24182,NA,76.5,217,80.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dez Wells,2014,/player/Dez-Wells/Summary/24182,NA,76,221,80.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dez Wells,2015,/player/Dez-Wells/Summary/24182,75,76,209,81.5,100.5,8.1,8.75,9.75,31.5,132,39,139.5,NA,10.75,3.2
Dez Wells,2015,/player/Dez-Wells/Summary/24182,75,76,208.8,81.5,100.5,8.1,8.75,9.75,NA,NA,NA,NA,NA,NA,NA
Dhamir Cosby-Roundtree,2015,/player/Dhamir-Cosby-Roundtree/Summary/105345,79,NA,200,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diamond Stone,2012,/player/Diamond-Stone/Summary/41493,80.5,81.5,259,87,109.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diamond Stone,2012,/player/Diamond-Stone/Summary/41493,NA,82,253,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diamond Stone,2013,/player/Diamond-Stone/Summary/41493,81,82,250,87,109.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diamond Stone,2013,/player/Diamond-Stone/Summary/41493,NA,82,240,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diamond Stone,2013,/player/Diamond-Stone/Summary/41493,NA,82,252,88,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diamond Stone,2014,/player/Diamond-Stone/Summary/41493,NA,84,246,87.5,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diamond Stone,2016,/player/Diamond-Stone/Summary/41493,81,82.25,254.4,86.75,108.5,12.85,8.5,7.75,NA,NA,NA,NA,NA,NA,NA
Diamon Simpson,2009,/player/Diamon-Simpson/Summary/1776,79.5,80.5,229,84.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diante Garrett,2011,/player/Diante-Garrett/Summary/4175,75.5,NA,181,80.5,99,NA,NA,NA,28,127,NA,NA,NA,10.87,3.31
Diante Garrett,2011,/player/Diante-Garrett/Summary/4175,75.5,77,181,80,NA,6.9,9.5,NA,28,NA,32.5,NA,NA,9.28,4.05
Diego Flaccadori,2015,/player/Diego-Flaccadori/Summary/41638,75.5,76.5,172,79.75,100,NA,NA,NA,25.5,125.5,28.5,128.5,NA,NA,3.49
Dijon Thompson,2004,/player/Dijon-Thompson/Summary/156,78.5,80,195,81.5,103.5,NA,NA,NA,33.5,137,36,139.5,12,11.37,3.24
Dijon Thompson,2005,/player/Dijon-Thompson/Summary/156,78.25,80,196,81.75,105.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dikymbe Martin,2013,/player/Dikymbe-Martin/Summary/85732,71,NA,159,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dikymbe Martin,2014,/player/Dikymbe-Martin/Summary/85732,71,NA,166,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dillon Brooks,2014,/player/Dillon-Brooks/Summary/53413,NA,78,224,76.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dillon Brooks,2017,/player/Dillon-Brooks/Summary/53413,77,78,220.2,78,100.5,7.5,8.25,9.25,NA,NA,NA,NA,NA,NA,NA
Dillon Mitchell,2013,/player/Dillon-Mitchell/Summary/85631,71,NA,160,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dimitris Katsivelis,2012,/player/Dimitrios-Katsivelis/Summary/25001,76.5,77.5,197,80,100,NA,NA,NA,27,127,31.5,131.5,NA,12.05,3.44
Dion Dowell,2008,/player/Dion-Dowell/Summary/869,77.25,78.5,207,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dion Harris,2007,/player/Dion-Harris/Summary/2392,75,76,212,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dionte Christmas,2009,/player/Dionte-Christmas/Summary/1635,76.25,77.5,211,81,102.5,7.1,NA,NA,27,129.5,33.5,136,3,10.83,3.21
Dion Waiters,2009,/player/Dion-Waiters/Summary/9280,NA,75.5,201,78.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dion Waiters,2009,/player/Dion-Waiters/Summary/9280,NA,75.5,201,78.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dion Waiters,2012,/player/Dion-Waiters/Summary/9280,74.5,76,221,79.25,98,8.5,8.5,9.5,NA,NA,NA,NA,NA,NA,NA
Dion Wiley,2013,/player/Dion-Wiley/Summary/52354,NA,75.5,208,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dior Lowhorn,2010,/player/Dior-Lowhorn/Summary/2554,77,NA,239,82,101.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D.J. Augustin,2008,/player/DJ-Augustin/Summary/764,70,71.5,172,75.5,94.5,8.1,NA,NA,28.5,123,35,129.5,2,11.27,3.07
D.J. Cooper,2012,/player/DJ-Cooper/Summary/11588,NA,71,171,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D.J. Cooper,2013,/player/DJ-Cooper/Summary/11588,70.25,NA,173,77,95.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D.J. Covington,2014,/player/DJ-Covington/Summary/22732,78,NA,227,85.5,103,NA,NA,NA,34.5,137.5,NA,NA,NA,12.13,3.31
Djery Baptiste,2014,/player/Djery-Baptiste/Summary/74072,NA,83.5,228,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D.J. Gay,2011,/player/DJ-Gay/Summary/9425,70.75,NA,159,73.5,92,NA,NA,NA,30,122,NA,NA,NA,12.32,3.28
D.J. Harvey,2014,/player/DJ-Harvey/Summary/81689,77,NA,209,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D.J. Harvey,2014,/player/DJ-Harvey/Summary/81689,76.75,77.75,200,80,100.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D.J. Harvey,2015,/player/DJ-Harvey/Summary/81689,NA,78,201,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D.J. Heath,2015,/player/DJ-Heath/Summary/88120,70,NA,175,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D.J. Hogg,2013,/player/DJ-Hogg/Summary/73143,79,NA,191,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D.J. Hogg,2014,/player/DJ-Hogg/Summary/73143,NA,80,217,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D.J. Hogg,2014,/player/DJ-Hogg/Summary/73143,NA,80,217,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D.J. Hogg,2016,/player/DJ-Hogg/Summary/73143,78.75,NA,219.8,82.5,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D.J. Newbill,2014,/player/DJ-Newbill/Summary/22883,NA,77,215,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D.J. Newbill,2015,/player/DJ-Newbill/Summary/22883,74.75,NA,214,78,101.5,NA,NA,NA,24.5,126,NA,NA,NA,5.55,3.36
D.J. Richardson,2013,/player/DJ-Richardson/Summary/2386,74.25,NA,188,76,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D.J. Seeley,2013,/player/DJ-Seeley/Summary/6722,74.25,NA,190,78,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D.J. Stephens,2013,/player/DJ-Stephens/Summary/7867,76.5,77.5,194,84.25,103.5,4.7,8.25,8.5,40,143.5,46,149.5,7,11.76,2.98
D.J. Strawberry,2007,/player/DJ-Strawberry/Summary/15,75.75,77,199,78.5,101,4.5,NA,NA,28.5,129.5,35,136,21,10.87,3.14
DeShang Williams-Weaver,2014,/player/DJ-Weaver/Summary/81705,76.5,78,184,83,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D.J. Williams,2012,/player/DJ-Williams/Summary/59510,77,78,194,81.5,104.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D.J. Williams,2013,/player/DJ-Williams/Summary/59510,78,NA,198,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D.J. Williams,2013,/player/DJ-Williams/Summary/59510,77.25,78.5,202,81.5,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D.J. Williams,2013,/player/DJ-Williams/Summary/59510,NA,78.5,204,82,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D.J. Williams,2014,/player/DJ-Williams/Summary/59510,77.5,78.75,201,82,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D.J. Williams,2014,/player/DJ-Williams/Summary/59510,77.5,78.5,212,82,104.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D.J. Williams,2014,/player/DJ-Williams/Summary/59510,NA,79,200,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D.J. Wilson,2017,/player/DJ-Wilson/Summary/79864,80.75,82.5,234.4,87,109.5,6.4,9.25,10.25,NA,NA,NA,NA,NA,NA,NA
Dimitry Khvostov,2011,/player/Dmitriy-Khvostov/Summary/24073,74.41,75.59,195,72.05,93.31,14.8,NA,NA,24.2,117.51,27.1,120.41,NA,NA,3.51
Dimitry Kuligan,2012,/player/Dmitry-Kulagin/Summary/24788,76.75,78,210,79.75,100.5,NA,NA,NA,27,127.5,38,138.5,NA,11.82,3.41
Dmitry Kulagin,2014,/player/Dmitry-Kulagin/Summary/24788,77,78,NA,79.75,102,NA,NA,NA,25.5,127.5,28.5,130.5,NA,11.79,3.37
Doc Nelson,2014,/player/Doc-Nelson/Summary/122083,71,NA,148,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Domas Sabonis,2015,/player/Domas-Sabonis/Summary/33381,NA,82,238,82.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dominic Artis,2011,/player/Dominic-Artis/Summary/24649,NA,73,167,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dominic Artis,2011,/player/Dominic-Artis/Summary/24649,NA,73,167,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dominic Artis,2013,/player/Dominic-Artis/Summary/24649,NA,73.5,183,74.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dominic Artis,2013,/player/Dominic-Artis/Summary/24649,NA,73.5,183,74.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dominic James,2007,/player/Dominic-James/Summary/1747,70.5,71.75,175,74,93,4.8,NA,NA,33.5,126.5,38.5,131.5,14,10.94,3.11
Dominic Magee,2013,/player/Dominic-Magee/Summary/52557,NA,75,173,77.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dominic Magee,2013,/player/Dominic-Magee/Summary/52557,NA,75,173,77.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dominic McGuire,2007,/player/Dominic-McGuire/Summary/23,79.75,80.25,220,82.5,104,4.7,NA,NA,28.5,132.5,34.5,138.5,12,10.95,3.25
Dominic Waters,2009,/player/Dominic-Waters/Summary/8878,NA,73,176,74.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dominic Woodson,2012,/player/Dominic-Woodson/Summary/41437,NA,82.5,288,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dominic Woodson,2012,/player/Dominic-Woodson/Summary/41437,NA,82.5,288,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dominique Ferguson,2009,/player/Dominique-Ferguson/Summary/9358,NA,80,209,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dominique Ferguson,2009,/player/Dominique-Ferguson/Summary/9358,NA,80,209,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dominique Hawkins,2014,/player/Dominique-Hawkins/Summary/50098,71,72.25,195,77.5,94,8.2,8.5,9,36.5,130.5,44.5,138.5,21,10.62,3.18
Dominique Hawkins,2015,/player/Dominique-Hawkins/Summary/50098,71,72.25,190,77.5,94,5.4,8.5,9,37,131,44.5,138.5,15,10.48,3.18
Dominique Jones,2010,/player/Dominique-Jones/Summary/6412,75.25,77,216,81.25,101,5.9,9,10.25,26,127,32.5,133.5,19,10.88,3.31
Dominique Kirk,2008,/player/Dominique-Kirk/Summary/1939,74.5,75.75,180,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dominique Matthews,2012,/player/Dominique-Matthews/Summary/89515,73.5,NA,174,77.5,98.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dominique Morrison,2011,/player/Dominique-Morrison/Summary/13022,NA,78,218,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dominique Morrison,2012,/player/Dominique-Morrison/Summary/13022,76.5,NA,213,81.5,NA,NA,NA,NA,27.3,NA,NA,NA,NA,11.83,3.55
Dominique Reid,2012,/player/Dominique-Reid/Summary/58255,77.75,NA,209,80.5,104.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dom Pointer,2010,/player/Dom-Pointer/Summary/24174,NA,77,193,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dom Pointer,2010,/player/Dom-Pointer/Summary/24174,NA,77,193,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dominick Welch,2015,/player/Dom-Welch/Summary/105347,75,NA,186,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Donald Little,2003,/player/Donald-Little/Summary/6016,81.5,82.5,229,87,107,7.3,NA,NA,33,140,37,144,18,11.18,3.2
Donald Sloan,2010,/player/Donald-Sloan/Summary/2558,73,NA,206,77,97.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Donovan Mitchell,2015,/player/Donovan-Mitchell/Summary/76937,79,NA,192,88,105,NA,NA,NA,26.5,131.5,29,134,NA,12.9,3.51
Donovan Mitchell,2017,/player/Donovan-Mitchell/Summary/76937,73.25,75,211.4,82,97,5.9,8.5,9.5,NA,NA,NA,NA,NA,NA,NA
Donovan Mitchell,2016,/player/Donovan-Mitchell/Summary/76937,73.75,NA,215.2,81.5,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Donta Hall,2013,/player/Donta-Hall/Summary/73160,80,NA,137,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Donta Hall,2014,/player/Donta-Hall/Summary/73160,NA,81,203,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dontaye Draper,2007,/player/Dontaye-Draper/Summary/1857,70.75,72,179,75.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Donte Clark,2012,/player/Donte-Clark/Summary/41319,NA,75.5,166,79.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Donte Clark,2012,/player/Donte-Clark/Summary/41319,NA,75.5,166,79.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Donte Fitzpatrick,2013,/player/Donte-Fitzpatrick/Summary/84005,76,NA,177,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Donte Greene,2007,/player/Donte-Greene/Summary/784,NA,82,NA,82,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Donte Greene,2008,/player/Donte-Greene/Summary/784,80.25,81,221,82,108,7.6,NA,NA,27.5,135.5,31.5,139.5,2,11.21,3.2
Donte Poole,2012,/player/Donte-Poole/Summary/12046,72.75,74,195,76.25,96.75,13.3,8.88,NA,29.3,126.05,37.8,134.55,5,11.1,3.1
Doral Moore,2013,/player/Doral-Moore/Summary/59514,NA,83,224,86,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Doral Moore,2014,/player/Doral-Moore/Summary/59514,NA,84,240,84.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Doral Moore,2014,/player/Doral-Moore/Summary/59514,NA,84,246,87,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D'or Fischer,2005,/player/Dor-Fischer/Summary/1925,81.25,82.5,242,90,110.5,NA,NA,NA,28,138.5,30.5,141,2,12.53,3.5
Dorian Finney-Smith,2010,/player/Dorian-Finney-Smith/Summary/24159,78,NA,189,83,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dorian Finney-Smith,2010,/player/Dorian-Finney-Smith/Summary/24159,NA,80,189,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dorian Finney-Smith,2010,/player/Dorian-Finney-Smith/Summary/24159,NA,79,189,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dorian Finney-Smith,2012,/player/Dorian-Finney-Smith/Summary/24159,NA,79,200,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dorian Finney-Smith,2014,/player/Dorian-Finney-Smith/Summary/24159,NA,79.5,214,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dorian Finney-Smith,2016,/player/Dorian-Finney-Smith/Summary/24159,78.5,79.75,212.6,83.75,105.5,6.45,9,9.75,NA,NA,NA,NA,NA,NA,NA
Doron Lamb,2009,/player/Doron-Lamb/Summary/7107,NA,75.5,183,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Doron Lamb,2009,/player/Doron-Lamb/Summary/7107,NA,75.5,183,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Doron Lamb,2011,/player/Doron-Lamb/Summary/7107,NA,77,204,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Doron Lamb,2012,/player/Doron-Lamb/Summary/7107,75.25,76.75,199,78.75,98.5,6.7,8.5,8.75,29,127.5,33.5,132,2,11.12,3.41
Doug McDermott,2012,/player/Doug-McDermott/Summary/23478,NA,80,223,80.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Doug McDermott,2012,/player/Doug-McDermott/Summary/23478,NA,80,223,80.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Doug McDermott,2014,/player/Doug-McDermott/Summary/23478,78.25,79.75,218,81.25,103,7.1,8.75,9.75,28.5,131.5,36.5,139.5,NA,11.1,3.29
Doug Wrenn,2003,/player/Doug-Wrenn/Summary/2747,77.75,78.5,220,79.5,100.5,7.3,NA,NA,34.5,135,41,141.5,15,11.38,3.17
Dovydas Redikas,2012,/player/Dovydas-Redikas/Summary/24778,75.25,76.5,204,79,99.5,NA,NA,NA,26,125.5,29.5,129,NA,11.75,3.48
Dragan Bender,2014,/player/Dragan-Bender/Summary/41582,82,83,202,85,111,NA,NA,NA,24.5,135.5,25.5,136.5,NA,12.18,3.58
Dragan Bender,2015,/player/Dragan-Bender/Summary/41582,83.5,84.5,216,86,111,NA,NA,NA,23.5,134.5,27.5,138.5,NA,NA,3.5
Drago Pasalic,2004,/player/Drago-Pasalic/Summary/2678,81.25,82.75,231,83.5,108,NA,NA,NA,25.5,133.5,30,138,8,12.97,3.56
Drago Pasalic,2005,/player/Drago-Pasalic/Summary/2678,81.5,83,239,83.75,108.5,NA,NA,NA,25,133.5,30.5,139,11,12.12,3.48
Draymond Green,2012,/player/Draymond-Green/Summary/2369,77.75,79.5,236,85.25,105,11.3,9,9.5,28,133,33,138,9,11.01,3.4
Drew Crawford,2014,/player/Drew-Crawford/Summary/3952,77,NA,203,80.5,100,NA,NA,NA,32,132,NA,NA,NA,11.87,3.25
Drew Crawford,2015,/player/Drew-Crawford/Summary/3952,76.5,77.75,212,80,100.5,NA,NA,NA,30.5,131,38,138.5,NA,11.68,3.22
